year,player1,player2,player1_id,player1_country,player1_seed,player2_id,player2_country,player2_seed,court_name,court_id,num_sets_completed,match_type,match_status,match_id,tournament,league
2020,T. Sandgren,R. Federer,ATPSL08,USA,,ATPF324,SUI,3,,0,5,Men's Singles,C,atp_australian_open_2020MS503,australian_open,atp
2020,T. Fritz,K. Anderson,ATPFB98,USA,29,ATPA678,RSA,,1573 Arena,4,5,Men's Singles,C,atp_australian_open_2020MS207,australian_open,atp
2020,C. O'Connell,A. Rublev,ATPO483,AUS,,ATPRE44,RUS,17,Court 19,21,4,Men's Singles,C,atp_australian_open_2020MS128,australian_open,atp
2020,J. Millman,U. Humbert,ATPMH30,AUS,,ATPHH26,FRA,,Court 3,5,4,Men's Singles,C,atp_australian_open_2020MS146,australian_open,atp
2020,D. Goffin,J. Chardy,ATPGB88,BEL,11,ATPCA12,FRA,,Court 3,5,3,Men's Singles,C,atp_australian_open_2020MS125,australian_open,atp
2020,M. Ymer,K. Khachanov,ATPY268,SWE,,ATPKE29,RUS,16,Court 3,5,5,Men's Singles,C,atp_australian_open_2020MS204,australian_open,atp
2020,D. Medvedev,P. Martinez,ATPMM58,RUS,4,ATPMO44,ESP,,Margaret Court Arena,2,3,Men's Singles,C,atp_australian_open_2020MS209,australian_open,atp
2020,R. Carballes Baena,R. Berankis,ATPCF59,ESP,,ATPBE90,LTU,,Court 12,14,3,Men's Singles,C,atp_australian_open_2020MS135,australian_open,atp
2020,F. Lopez,R. Bautista Agut,ATPL397,ESP,,ATPBD06,ESP,9,Court 13,15,3,Men's Singles,C,atp_australian_open_2020MS156,australian_open,atp
2020,M. Safwat,G. Barrere,ATPSK47,EGY,,ATPBK24,FRA,,Court 10,12,4,Men's Singles,C,atp_australian_open_2020MS138,australian_open,atp
2020,G. Pella,G. Barrere,ATPPC11,ARG,22,ATPBK24,FRA,,Court 13,15,4,Men's Singles,C,atp_australian_open_2020MS219,australian_open,atp
2020,Y. Sugita,A. Rublev,ATPSE73,JPN,,ATPRE44,RUS,17,Court 19,21,3,Men's Singles,C,atp_australian_open_2020MS214,australian_open,atp
2020,D. Schwartzman,A. Davidovich Fokina,ATPSM37,ARG,14,ATPDH50,ESP,,Court 8,10,3,Men's Singles,C,atp_australian_open_2020MS229,australian_open,atp
2020,F. Krajinovic,R. Federer,ATPKB05,SRB,,ATPF324,SUI,3,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS224,australian_open,atp
2020,N. Kyrgios,L. Sonego,ATPKE17,AUS,23,ATPSU87,ITA,,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS105,australian_open,atp
2020,M. Fucsovics,T. Paul,ATPF724,HUN,,ATPPL56,USA,,1573 Arena,4,3,Men's Singles,C,atp_australian_open_2020MS311,australian_open,atp
2020,D. Thiem,A. Zverev,ATPTB69,AUT,5,ATPZ355,GER,7,Rod Laver Arena,1,4,Men's Singles,C,atp_australian_open_2020MS601,australian_open,atp
2020,M. Vilella Martinez,K. Khachanov,ATPV824,ESP,,ATPKE29,RUS,16,Court 19,21,4,Men's Singles,C,atp_australian_open_2020MS108,australian_open,atp
2020,D. Koepfer,P. Martinez,ATPKE73,GER,,ATPMO44,ESP,,Court 14,16,3,Men's Singles,C,atp_australian_open_2020MS118,australian_open,atp
2020,D. Schwartzman,N. Djokovic,ATPSM37,ARG,14,ATPD643,SRB,2,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS408,australian_open,atp
2020,R. Nadal,P. Carreno Busta,ATPN409,ESP,1,ATPCD85,ESP,27,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS301,australian_open,atp
2020,T. Sandgren,F. Fognini,ATPSL08,USA,,ATPF510,ITA,12,Melbourne Arena,3,4,Men's Singles,C,atp_australian_open_2020MS405,australian_open,atp
2020,A. Bolt,A. Ramos-Vinolas,ATPBI81,AUS,,ATPR772,ESP,,Court 7,9,5,Men's Singles,C,atp_australian_open_2020MS115,australian_open,atp
2020,C. Eubanks,P. Gojowczyk,ATPE865,USA,,ATPG967,GER,,Court 5,7,4,Men's Singles,C,atp_australian_open_2020MS103,australian_open,atp
2020,K. Edmund,D. Lajovic,ATPE831,GBR,,ATPL987,SRB,24,Court 15,17,3,Men's Singles,C,atp_australian_open_2020MS160,australian_open,atp
2020,T. Paul,G. Dimitrov,ATPPL56,USA,,ATPD875,BUL,18,Margaret Court Arena,2,5,Men's Singles,C,atp_australian_open_2020MS222,australian_open,atp
2020,D. Goffin,A. Rublev,ATPGB88,BEL,11,ATPRE44,RUS,17,1573 Arena,4,4,Men's Singles,C,atp_australian_open_2020MS307,australian_open,atp
2020,T. Fritz,T. Griekspoor,ATPFB98,USA,29,ATPGJ37,NED,,Court 13,15,3,Men's Singles,C,atp_australian_open_2020MS113,australian_open,atp
2020,D. Medvedev,S. Wawrinka,ATPMM58,RUS,4,ATPW367,SUI,15,Margaret Court Arena,2,5,Men's Singles,C,atp_australian_open_2020MS403,australian_open,atp
2020,T. Ito,N. Djokovic,ATPI230,JPN,,ATPD643,SRB,2,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS232,australian_open,atp
2020,P. Gojowczyk,P. Carreno Busta,ATPG967,GER,,ATPCD85,ESP,27,Court 7,9,4,Men's Singles,C,atp_australian_open_2020MS202,australian_open,atp
2020,M. Kecmanovic,A. Seppi,ATPKI95,SRB,,ATPSA93,ITA,,Court 10,12,3,Men's Singles,C,atp_australian_open_2020MS123,australian_open,atp
2020,R. Opelka,F. Fognini,ATPO522,USA,,ATPF510,ITA,12,1573 Arena,4,5,Men's Singles,C,atp_australian_open_2020MS140,australian_open,atp
2020,A. Seppi,S. Wawrinka,ATPSA93,ITA,,ATPW367,SUI,15,Margaret Court Arena,2,5,Men's Singles,C,atp_australian_open_2020MS212,australian_open,atp
2020,P. Kohlschreiber,M. Giron,ATPK435,GER,,ATPGC88,USA,,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS150,australian_open,atp
2020,M. Berrettini,A. Harris,ATPBK40,ITA,8,ATPHB29,AUS,,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS133,australian_open,atp
2020,J. Isner,A. Tabilo,ATPI186,USA,19,ATPTE30,CHI,,Court 22,24,3,Men's Singles,C,atp_australian_open_2020MS211,australian_open,atp
2020,D. Thiem,N. Djokovic,ATPTB69,AUT,5,ATPD643,SRB,2,Rod Laver Arena,0,5,Men's Singles,C,atp_australian_open_2020MS701,australian_open,atp
2020,B. Paire,C. Stebe,ATPPD31,FRA,21,ATPSK94,GER,,Court 22,24,4,Men's Singles,I,atp_australian_open_2020MS153,australian_open,atp
2020,F. Verdasco,E. Donskoy,ATPV306,ESP,,ATPD864,RUS,,Court 14,16,3,Men's Singles,C,atp_australian_open_2020MS130,australian_open,atp
2020,R. Nadal,F. Delbonis,ATPN409,ESP,1,ATPD874,ARG,,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS201,australian_open,atp
2020,A. Popyrin,J. Tsonga,ATPP09Z,AUS,,ATPT786,FRA,28,Melbourne Arena,3,3,Men's Singles,R,atp_australian_open_2020MS120,australian_open,atp
2020,L. Mayer,T. Paul,ATPMD56,ARG,,ATPPL56,USA,,Court 12,14,4,Men's Singles,C,atp_australian_open_2020MS143,australian_open,atp
2020,T. Sandgren,S. Querrey,ATPSL08,USA,,ATPQ927,USA,,1573 Arena,4,3,Men's Singles,C,atp_australian_open_2020MS309,australian_open,atp
2020,I. Karlovic,V. Pospisil,ATPK336,CRO,,ATPPD07,CAN,,Court 22,24,3,Men's Singles,C,atp_australian_open_2020MS110,australian_open,atp
2020,T. Fritz,D. Thiem,ATPFB98,USA,29,ATPTB69,AUT,5,Margaret Court Arena,2,4,Men's Singles,C,atp_australian_open_2020MS304,australian_open,atp
2020,D. Evans,Y. Nishioka,ATPE687,GBR,30,ATPN732,JPN,,Court 19,21,3,Men's Singles,C,atp_australian_open_2020MS231,australian_open,atp
2020,M. Cilic,R. Bautista Agut,ATPC977,CRO,,ATPBD06,ESP,9,Melbourne Arena,3,5,Men's Singles,C,atp_australian_open_2020MS314,australian_open,atp
2020,T. Ito,P. Gunneswaran,ATPI230,JPN,,ATPGA94,IND,,Court 5,7,3,Men's Singles,C,atp_australian_open_2020MS163,australian_open,atp
2020,M. Fucsovics,J. Sinner,ATPF724,HUN,,ATPS0AG,ITA,,Court 22,24,3,Men's Singles,C,atp_australian_open_2020MS221,australian_open,atp
2020,M. Raonic,N. Djokovic,ATPR975,CAN,32,ATPD643,SRB,2,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS504,australian_open,atp
2020,J. Sinner,M. Purcell,ATPS0AG,ITA,,ATPPH71,AUS,,Court 7,9,3,Men's Singles,C,atp_australian_open_2020MS142,australian_open,atp
2020,J. Isner,T. Monteiro,ATPI186,USA,19,ATPMJ08,BRA,,Court 8,10,4,Men's Singles,C,atp_australian_open_2020MS121,australian_open,atp
2020,J. Munar,A. Popyrin,ATPMU94,ESP,,ATPP09Z,AUS,,Court 3,5,3,Men's Singles,C,atp_australian_open_2020MS210,australian_open,atp
2020,C. Ruud,E. Gerasimov,ATPRH16,NOR,,ATPGC89,BLR,,Court 13,15,5,Men's Singles,C,atp_australian_open_2020MS131,australian_open,atp
2020,L. Giustino,M. Raonic,ATPGA79,ITA,,ATPR975,CAN,32,Court 19,21,3,Men's Singles,C,atp_australian_open_2020MS152,australian_open,atp
2020,D. Schwartzman,D. Lajovic,ATPSM37,ARG,14,ATPL987,SRB,24,Margaret Court Arena,2,3,Men's Singles,C,atp_australian_open_2020MS315,australian_open,atp
2020,Y. Nishioka,L. Djere,ATPN732,JPN,,ATPDB63,SRB,,Court 15,17,4,Men's Singles,C,atp_australian_open_2020MS162,australian_open,atp
2020,R. Nadal,H. Dellien,ATPN409,ESP,1,ATPDA31,BOL,,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS101,australian_open,atp
2020,J. Thompson,F. Fognini,ATPTC61,AUS,,ATPF510,ITA,12,Margaret Court Arena,2,5,Men's Singles,C,atp_australian_open_2020MS220,australian_open,atp
2020,J. Duckworth,A. Bedene,ATPD994,AUS,,ATPBH09,SLO,,Court 8,10,5,Men's Singles,C,atp_australian_open_2020MS111,australian_open,atp
2020,R. Nadal,N. Kyrgios,ATPN409,ESP,1,ATPKE17,AUS,23,Rod Laver Arena,1,4,Men's Singles,C,atp_australian_open_2020MS401,australian_open,atp
2020,F. Verdasco,A. Zverev,ATPV306,ESP,,ATPZ355,GER,7,Margaret Court Arena,2,3,Men's Singles,C,atp_australian_open_2020MS308,australian_open,atp
2020,D. Medvedev,A. Popyrin,ATPMM58,RUS,4,ATPP09Z,AUS,,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS305,australian_open,atp
2020,M. Polmans,D. Lajovic,ATPPG94,AUS,,ATPL987,SRB,24,Court 3,5,3,Men's Singles,C,atp_australian_open_2020MS230,australian_open,atp
2020,J. Isner,S. Wawrinka,ATPI186,USA,19,ATPW367,SUI,15,Court 3,5,1,Men's Singles,R,atp_australian_open_2020MS306,australian_open,atp
2020,G. Monfils,D. Thiem,ATPMC65,FRA,10,ATPTB69,AUT,5,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS402,australian_open,atp
2020,E. Gulbis,F. Auger-Aliassime,ATPG858,LAT,,ATPAG37,CAN,20,1573 Arena,4,4,Men's Singles,C,atp_australian_open_2020MS112,australian_open,atp
2020,D. Evans,M. McDonald,ATPE687,GBR,30,ATPMK66,USA,,Court 14,16,5,Men's Singles,C,atp_australian_open_2020MS161,australian_open,atp
2020,F. Delbonis,J. Sousa,ATPD874,ARG,,ATPSH90,POR,,Court 19,21,3,Men's Singles,C,atp_australian_open_2020MS102,australian_open,atp
2020,Y. Nishioka,N. Djokovic,ATPN732,JPN,,ATPD643,SRB,2,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS316,australian_open,atp
2020,H. Hurkacz,J. Millman,ATPHB71,POL,31,ATPMH30,AUS,,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS223,australian_open,atp
2020,D. Goffin,P. Herbert,ATPGB88,BEL,11,ATPH996,FRA,,Court 8,10,5,Men's Singles,C,atp_australian_open_2020MS213,australian_open,atp
2020,M. Cecchinato,A. Zverev,ATPCF01,ITA,,ATPZ355,GER,7,Margaret Court Arena,2,3,Men's Singles,C,atp_australian_open_2020MS132,australian_open,atp
2020,C. Garin,S. Travaglia,ATPGD64,CHI,,ATPTA12,ITA,,Court 11,13,3,Men's Singles,C,atp_australian_open_2020MS151,australian_open,atp
2020,N. Kyrgios,G. Simon,ATPKE17,AUS,23,ATPSD32,FRA,,Melbourne Arena,3,4,Men's Singles,C,atp_australian_open_2020MS203,australian_open,atp
2020,D. Shapovalov,M. Fucsovics,ATPSU55,CAN,13,ATPF724,HUN,,Margaret Court Arena,2,4,Men's Singles,C,atp_australian_open_2020MS141,australian_open,atp
2020,A. Tabilo,D. Galan,ATPTE30,CHI,,ATPGE33,COL,,Court 5,7,5,Men's Singles,C,atp_australian_open_2020MS122,australian_open,atp
2020,D. Schwartzman,L. Harris,ATPSM37,ARG,14,ATPHG86,RSA,,Court 8,10,3,Men's Singles,C,atp_australian_open_2020MS157,australian_open,atp
2020,T. Sandgren,M. Trungelliti,ATPSL08,USA,,ATPTA29,ARG,,Court 14,16,3,Men's Singles,C,atp_australian_open_2020MS134,australian_open,atp
2020,J. Thompson,A. Bublik,ATPTC61,AUS,,ATPBK92,KAZ,,Court 3,5,3,Men's Singles,C,atp_australian_open_2020MS139,australian_open,atp
2020,R. Berankis,S. Querrey,ATPBE90,LTU,,ATPQ927,USA,,Court 22,24,4,Men's Singles,C,atp_australian_open_2020MS218,australian_open,atp
2020,N. Basilashvili,F. Verdasco,ATPBG23,GEO,26,ATPV306,ESP,,Court 13,15,4,Men's Singles,C,atp_australian_open_2020MS215,australian_open,atp
2020,N. Basilashvili,S. Kwon,ATPBG23,GEO,26,ATPKF17,KOR,,Court 12,14,5,Men's Singles,C,atp_australian_open_2020MS129,australian_open,atp
2020,D. Dzumhur,S. Wawrinka,ATPD923,BIH,,ATPW367,SUI,15,Melbourne Arena,3,4,Men's Singles,C,atp_australian_open_2020MS124,australian_open,atp
2020,Q. Halys,F. Krajinovic,ATPHB64,FRA,,ATPKB05,SRB,,Court 22,24,5,Men's Singles,C,atp_australian_open_2020MS147,australian_open,atp
2020,G. Monfils,I. Karlovic,ATPMC65,FRA,10,ATPK336,CRO,,1573 Arena,4,4,Men's Singles,C,atp_australian_open_2020MS205,australian_open,atp
2020,A. Bolt,D. Thiem,ATPBI81,AUS,,ATPTB69,AUT,5,Melbourne Arena,3,5,Men's Singles,C,atp_australian_open_2020MS208,australian_open,atp
2020,R. Nadal,D. Thiem,ATPN409,ESP,1,ATPTB69,AUT,5,Rod Laver Arena,1,4,Men's Singles,C,atp_australian_open_2020MS501,australian_open,atp
2020,I. Ivashka,K. Anderson,ATPI305,BLR,,ATPA678,RSA,,1573 Arena,4,5,Men's Singles,C,atp_australian_open_2020MS114,australian_open,atp
2020,A. Rublev,A. Zverev,ATPRE44,RUS,17,ATPZ355,GER,7,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS404,australian_open,atp
2020,M. Mmoh,R. Bautista Agut,ATPMP01,USA,,ATPBD06,ESP,9,Melbourne Arena,3,4,Men's Singles,C,atp_australian_open_2020MS228,australian_open,atp
2020,J. Kovalik,P. Carreno Busta,ATPKC04,SVK,,ATPCD85,ESP,27,Court 13,15,4,Men's Singles,C,atp_australian_open_2020MS104,australian_open,atp
2020,G. Monfils,Y. Lu,ATPMC65,FRA,10,ATPL575,TPE,,1573 Arena,4,3,Men's Singles,C,atp_australian_open_2020MS109,australian_open,atp
2020,G. Pella,F. Fognini,ATPPC11,ARG,22,ATPF510,ITA,12,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS310,australian_open,atp
2020,C. Garin,M. Raonic,ATPGD64,CHI,,ATPR975,CAN,32,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS226,australian_open,atp
2020,S. Tsitsipas,M. Raonic,ATPTE51,GRE,6,ATPR975,CAN,32,Margaret Court Arena,2,3,Men's Singles,C,atp_australian_open_2020MS313,australian_open,atp
2020,Y. Uchiyama,M. Ymer,ATPU134,JPN,,ATPY268,SWE,,Court 11,13,3,Men's Singles,C,atp_australian_open_2020MS107,australian_open,atp
2020,J. Struff,N. Djokovic,ATPSL28,GER,,ATPD643,SRB,2,Rod Laver Arena,1,4,Men's Singles,C,atp_australian_open_2020MS164,australian_open,atp
2020,M. Raonic,M. Cilic,ATPR975,CAN,32,ATPC977,CRO,,Margaret Court Arena,2,3,Men's Singles,C,atp_australian_open_2020MS407,australian_open,atp
2020,D. Medvedev,F. Tiafoe,ATPMM58,RUS,4,ATPTD51,USA,,Rod Laver Arena,1,4,Men's Singles,C,atp_australian_open_2020MS117,australian_open,atp
2020,G. Monfils,E. Gulbis,ATPMC65,FRA,10,ATPG858,LAT,,Melbourne Arena,3,3,Men's Singles,C,atp_australian_open_2020MS303,australian_open,atp
2020,Y. Sugita,E. Benchetrit,ATPSE73,JPN,,ATPBT68,FRA,,Court 11,13,3,Men's Singles,C,atp_australian_open_2020MS127,australian_open,atp
2020,J. Londero,G. Dimitrov,ATPLB84,ARG,,ATPD875,BUL,18,Melbourne Arena,3,4,Men's Singles,C,atp_australian_open_2020MS144,australian_open,atp
2020,S. Wawrinka,A. Zverev,ATPW367,SUI,15,ATPZ355,GER,7,Rod Laver Arena,1,4,Men's Singles,C,atp_australian_open_2020MS502,australian_open,atp
2020,A. Bedene,E. Gulbis,ATPBH09,SLO,,ATPG858,LAT,,Court 19,21,3,Men's Singles,C,atp_australian_open_2020MS206,australian_open,atp
2020,M. Polmans,M. Kukushkin,ATPPG94,AUS,,ATPK926,KAZ,,Court 7,9,5,Men's Singles,C,atp_australian_open_2020MS159,australian_open,atp
2020,M. Cilic,C. Moutet,ATPC977,CRO,,ATPMW02,FRA,,Court 19,21,2,Men's Singles,I,atp_australian_open_2020MS154,australian_open,atp
2020,G. Pella,J. Smith,ATPPC11,ARG,22,ATPSJ55,AUS,,Court 8,10,3,Men's Singles,C,atp_australian_open_2020MS137,australian_open,atp
2020,E. Gerasimov,A. Zverev,ATPGC89,BLR,,ATPZ355,GER,7,Rod Laver Arena,1,3,Men's Singles,C,atp_australian_open_2020MS216,australian_open,atp
2020,M.CECCHINATO,K.COPPEJANS,24584,ITA,5,26226,BEL,,Court 12,14,2,Qualifications Men's Singles,C,atp_roland_garros_2020QM020,roland_garros,atp
2020,M.MMOH,R.OLIVO,31095,USA,,20782,ARG,,Court 4,6,3,Qualifications Men's Singles,C,atp_roland_garros_2020QM019,roland_garros,atp
2020,J.SOCK,F.BAGNIS,25481,USA,,18533,ARG,24,Court 11,13,3,Qualifications Men's Singles,C,atp_roland_garros_2020QM047,roland_garros,atp
2020,R.BEMELMANS,D.ALTMAIER,15156,BEL,,33851,GER,,Court 12,14,3,Qualifications Men's Singles,C,atp_roland_garros_2020QM029,roland_garros,atp
2020,A.GUARACHI/D.KRAWCZYK,T.BABOS/K.MLADENOVIC,30554-25892,CHI-USA,14,21766-19921,HUN-FRA,2,Court Philippe CHATRIER,1,2,Women's Doubles,C,wta_roland_garros_2020DD001,roland_garros,wta
2020,D.COLLINS,G.MUGURUZA,30464,USA,,23872,ESP,11,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD025,roland_garros,wta
2020,P.KVITOVA,L.FERNANDEZ,18124,CZE,7,43643,CAN,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD028,roland_garros,wta
2020,E.SVITOLINA,V.GRACHEVA,23968,UKR,3,40609,RUS,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD080,roland_garros,wta
2020,S.HALEP,I.SWIATEK,18033,ROU,1,40613,POL,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD008,roland_garros,wta
2020,E.SVITOLINA,N.PODOROSKA,23968,UKR,3,30797,ARG,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD005,roland_garros,wta
2020,D.COLLINS,S.KENIN,30464,USA,,35854,USA,4,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD006,roland_garros,wta
2020,S.HALEP,A.ANISIMOVA,18033,ROU,1,40607,USA,25,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD016,roland_garros,wta
2020,F.FERRO,PM.TIG,30524,FRA,,26506,ROU,,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD026,roland_garros,wta
2020,A.BOGDAN,S.KENIN,19858,ROU,,35854,USA,4,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD055,roland_garros,wta
2020,C.PAQUET,A.CORNET,28266,FRA,,13263,FRA,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD118,roland_garros,wta
2020,V.AZARENKA,D.KOVINIC,12595,BLR,10,25890,MNE,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD088,roland_garros,wta
2020,E.SVITOLINA,E.ALEXANDROVA,23968,UKR,3,30361,RUS,27,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD020,roland_garros,wta
2020,K.AHN,S.WILLIAMS,23598,USA,,3370,USA,6,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD095,roland_garros,wta
2020,J.OSTAPENKO,Ka.PLISKOVA,28758,LAT,,18274,CZE,2,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD063,roland_garros,wta
2020,E.SVITOLINA,C.GARCIA,23968,UKR,3,23726,FRA,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD010,roland_garros,wta
2020,F.FERRO,S.KENIN,30524,FRA,,35854,USA,4,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD013,roland_garros,wta
2020,S.KENIN,P.KVITOVA,35854,USA,4,18124,CZE,7,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD003,roland_garros,wta
2020,A.SABALENKA,J.PEGULA,33249,BLR,8,21863,USA,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD096,roland_garros,wta
2020,B.PERA,A.ANISIMOVA,28763,USA,,40607,USA,25,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD033,roland_garros,wta
2020,E.SVITOLINA,R.ZARAZUA,23968,UKR,3,31392,MEX,,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD040,roland_garros,wta
2020,M.BOUZKOVA,K.KANEPI,31217,CZE,,5699,EST,,Court 7,9,3,Women's Singles,C,wta_roland_garros_2020SD086,roland_garros,wta
2020,I.SWIATEK,N.PODOROSKA,40613,POL,,30797,ARG,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD002,roland_garros,wta
2020,O.JABEUR,D.COLLINS,23770,TUN,30,30464,USA,,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD012,roland_garros,wta
2020,M.SHERIF,Ka.PLISKOVA,28369,EGY,,18274,CZE,2,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD127,roland_garros,wta
2020,M.GASPARYAN,E.MERTENS,24248,RUS,,26448,BEL,16,Court Simonne MATHIEU,3,2,Women's Singles,C,wta_roland_garros_2020SD087,roland_garros,wta
2020,Kr.PLISKOVA,G.MUGURUZA,18275,CZE,,23872,ESP,11,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD051,roland_garros,wta
2020,S.HALEP,I.BEGU,18033,ROU,1,16659,ROU,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD032,roland_garros,wta
2020,E.RYBAKINA,F.FERRO,38569,KAZ,14,30524,FRA,,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD052,roland_garros,wta
2020,A.KONTAVEIT,C.GARCIA,26434,EST,17,23726,FRA,,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD084,roland_garros,wta
2020,AK.SCHMIEDLOVA,V.WILLIAMS,26485,SVK,,2332,USA,,Court Simonne MATHIEU,3,2,Women's Singles,C,wta_roland_garros_2020SD089,roland_garros,wta
2020,C.GARCIA,E.MERTENS,23726,FRA,,26448,BEL,16,Court Philippe CHATRIER,1,3,Women's Singles,C,wta_roland_garros_2020SD021,roland_garros,wta
2020,C.GARCIA,A.SASNOVICH,23726,FRA,,26058,BLR,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD042,roland_garros,wta
2020,J.KONTA,C.GAUFF,16944,GBR,9,44185,USA,,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD072,roland_garros,wta
2020,I.SWIATEK,S.KENIN,40613,POL,,35854,USA,4,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD001,roland_garros,wta
2020,L.SIEGEMUND,K.MLADENOVIC,9086,GER,,19921,FRA,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD122,roland_garros,wta
2020,K.ZAVATSKA,K.BERTENS,38594,UKR,,17861,NED,5,Court Suzanne LENGLEN,2,3,Women's Singles,C,wta_roland_garros_2020SD079,roland_garros,wta
2020,S.HALEP,S.SORRIBES TORMO,18033,ROU,1,28888,ESP,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD064,roland_garros,wta
2020,P.KVITOVA,L.SIEGEMUND,18124,CZE,7,9086,GER,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD007,roland_garros,wta
2020,A.KALINSKAYA,E.BOUCHARD,33663,RUS,,21776,CAN,,Court 7,9,2,Women's Singles,C,wta_roland_garros_2020SD069,roland_garros,wta
2020,I.BARA,S.KENIN,27898,ROU,,35854,USA,4,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD027,roland_garros,wta
2020,P.KVITOVA,O.DODIN,18124,CZE,7,28687,FRA,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD112,roland_garros,wta
2020,L.SAMSONOVA,S.KENIN,33732,RUS,,35854,USA,4,Court Suzanne LENGLEN,2,3,Women's Singles,C,wta_roland_garros_2020SD111,roland_garros,wta
2020,M.TREVISAN,K.BERTENS,21892,ITA,,17861,NED,5,Court Suzanne LENGLEN,2,2,Women's Singles,C,wta_roland_garros_2020SD009,roland_garros,wta
2020,I.SWIATEK,M.TREVISAN,40613,POL,,21892,ITA,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD004,roland_garros,wta
2020,P.KVITOVA,S.ZHANG,18124,CZE,7,11362,CHN,,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD014,roland_garros,wta
2020,K.SINIAKOVA,K.BERTENS,28779,CZE,,17861,NED,5,Court Philippe CHATRIER,1,2,Women's Singles,C,wta_roland_garros_2020SD019,roland_garros,wta
2020,A. Barty,P. Hercog,WTA318033,AUS,1,WTA313968,SLO,,Rod Laver Arena,1,2,Women's Singles,C,wta_australian_open_2020WS201,australian_open,wta
2020,S. Cirstea,B. Strycova,WTA312469,ROU,,WTA190879,CZE,32,Court 22,24,2,Women's Singles,C,wta_australian_open_2020WS120,australian_open,wta
