point_ID,set_num,game_num,point_num,serve_num,strike_index,position,x,y,z
1_1_1_1,1,1,1,1,1,hit,11.616,1.009,2.802
1_1_1_1,1,1,1,1,1,peak,11.616,1.009,2.802
1_1_1_1,1,1,1,1,1,net,0.0,-0.547,1.362
1_1_1_1,1,1,1,1,1,bounce,-6.447,-1.579,0.042
1_1_1_1,1,1,1,1,1,last,-13.674,-2.765,1.222
1_1_1_2,1,1,1,2,1,hit,11.38,1.143,2.717
1_1_1_2,1,1,1,2,1,peak,11.38,1.143,2.717
1_1_1_2,1,1,1,2,1,net,0.0,0.366,1.266
1_1_1_2,1,1,1,2,1,bounce,-4.575,-0.254,0.042
1_1_1_2,1,1,1,2,2,hit,-13.632,-1.306,1.25
1_1_1_2,1,1,1,2,2,peak,-1.596,-0.741,2.482
1_1_1_2,1,1,1,2,2,net,0.0,-0.656,2.455
1_1_1_2,1,1,1,2,2,bounce,12.306,0.123,0.035
1_1_1_2,1,1,1,2,2,last,14.539,0.283,1.066
1_1_2_1,1,1,2,1,1,hit,11.158,-1.521,2.672
1_1_2_1,1,1,2,1,1,peak,11.158,-1.521,2.672
1_1_2_1,1,1,2,1,1,net,0.0,1.41,1.134
1_1_2_1,1,1,2,1,1,bounce,-5.511,2.792,0.041
1_1_2_1,1,1,2,1,2,hit,-13.851,4.843,0.928
1_1_2_1,1,1,2,1,2,peak,-4.469,2.313,1.952
1_1_2_1,1,1,2,1,2,net,0.0,1.141,1.669
1_1_2_1,1,1,2,1,2,bounce,6.694,-0.583,0.038
1_1_2_1,1,1,2,1,2,peak,10.762,-1.741,1.09
1_1_2_1,1,1,2,1,3,hit,11.248,-1.881,1.073
1_1_2_1,1,1,2,1,3,peak,2.601,-2.19,1.807
1_1_2_1,1,1,2,1,3,net,0.0,-2.297,1.73
1_1_2_1,1,1,2,1,3,bounce,-9.097,-2.75,0.033
1_1_2_1,1,1,2,1,3,peak,-14.985,-3.009,1.259
1_1_2_1,1,1,2,1,4,hit,-15.489,-3.035,1.249
1_1_2_1,1,1,2,1,4,peak,-2.831,-2.151,3.917
1_1_2_1,1,1,2,1,4,net,0.0,-1.93,3.746
1_1_2_1,1,1,2,1,4,bounce,9.597,-1.152,0.033
