point_ID,set_num,game_num,point_num,serve_num,strike_index,position,x,y,z
1_1_1_1,1,1,1,1,1,hit,-11.295,-1.709,3.01
1_1_1_1,1,1,1,1,1,peak,-11.295,-1.709,3.01
1_1_1_1,1,1,1,1,1,bounce,-0.247,-0.653,0.034
1_1_1_1,1,1,1,1,1,last,-1.593,-1.025,0.058
1_1_1_2,1,1,1,2,1,hit,-11.395,-1.026,2.925
1_1_1_2,1,1,1,2,1,peak,-11.395,-1.026,2.925
1_1_1_2,1,1,1,2,1,net,0.0,0.4,1.2
1_1_1_2,1,1,1,2,1,bounce,5.033,1.278,0.034
1_1_1_2,1,1,1,2,2,hit,10.76,2.283,1.341
1_1_1_2,1,1,1,2,2,peak,2.029,1.342,1.744
1_1_1_2,1,1,1,2,2,net,0.0,1.095,1.718
1_1_1_2,1,1,1,2,2,bounce,-12.369,-0.752,0.032
1_1_1_2,1,1,1,2,2,last,-12.698,-0.813,0.105
1_1_2_1,1,1,2,1,1,hit,-11.353,1.902,2.988
1_1_2_1,1,1,2,1,1,peak,-11.353,1.902,2.988
1_1_2_1,1,1,2,1,1,net,0.0,-0.11,1.104
1_1_2_1,1,1,2,1,1,bounce,4.948,-0.904,0.035
1_1_2_1,1,1,2,1,2,hit,13.03,-2.024,1.3
1_1_2_1,1,1,2,1,2,peak,1.327,-0.549,2.908
1_1_2_1,1,1,2,1,2,net,0.0,-0.388,2.881
1_1_2_1,1,1,2,1,2,bounce,-10.735,0.828,0.035
1_1_2_1,1,1,2,1,2,peak,-12.863,1.174,1.146
1_1_2_1,1,1,2,1,3,hit,-12.927,1.186,1.145
1_1_2_1,1,1,2,1,3,peak,-5.423,2.112,1.591
1_1_2_1,1,1,2,1,3,net,0.0,2.83,1.316
1_1_2_1,1,1,2,1,3,bounce,6.962,3.76,0.033
1_1_2_1,1,1,2,1,3,peak,13.939,4.688,1.277
1_1_2_1,1,1,2,1,4,hit,16.221,4.983,1.137
1_1_2_1,1,1,2,1,4,peak,4.286,5.06,3.874
1_1_2_1,1,1,2,1,4,net,0.0,4.964,3.298
1_1_2_1,1,1,2,1,4,bounce,-5.955,4.626,0.034
1_1_2_1,1,1,2,1,4,peak,-6.517,4.412,0.84
1_1_2_1,1,1,2,1,4,last,-6.439,3.897,0.034
1_1_3_1,1,1,3,1,1,hit,-11.392,-1.588,2.954
1_1_3_1,1,1,3,1,1,peak,-11.392,-1.588,2.954
1_1_3_1,1,1,3,1,1,net,0.0,-0.559,1.31
1_1_3_1,1,1,3,1,1,bounce,7.204,0.14,0.035
1_1_3_1,1,1,3,1,1,last,16.619,1.0,1.163
1_1_3_2,1,1,3,2,1,hit,-11.448,-1.186,2.928
1_1_3_2,1,1,3,2,1,peak,-11.448,-1.186,2.928
1_1_3_2,1,1,3,2,1,net,0.0,0.846,1.196
1_1_3_2,1,1,3,2,1,bounce,5.042,2.002,0.035
1_1_3_2,1,1,3,2,2,hit,10.916,3.417,1.327
1_1_3_2,1,1,3,2,2,peak,4.121,0.896,2.468
1_1_3_2,1,1,3,2,2,net,0.0,-0.509,1.927
1_1_3_2,1,1,3,2,2,bounce,-4.198,-1.791,0.036
1_1_3_2,1,1,3,2,2,peak,-6.097,-2.791,1.262
1_1_3_2,1,1,3,2,3,hit,-6.902,-3.209,1.014
1_1_3_2,1,1,3,2,3,peak,-2.514,-3.222,1.883
1_1_3_2,1,1,3,2,3,net,0.0,-3.28,1.562
1_1_3_2,1,1,3,2,3,bounce,3.394,-3.398,0.032
1_1_3_2,1,1,3,2,3,peak,6.326,-3.515,1.094
1_1_3_2,1,1,3,2,3,last,9.197,-3.629,0.046
1_1_4_1,1,1,4,1,1,hit,-11.362,1.346,3.011
1_1_4_1,1,1,4,1,1,peak,-11.362,1.346,3.011
1_1_4_1,1,1,4,1,1,net,0.0,-2.016,0.942
1_1_4_1,1,1,4,1,2,hit,0.173,-2.066,0.907
1_1_4_1,1,1,4,1,2,peak,0.713,-1.485,3.971
1_1_4_1,1,1,4,1,2,net,0.0,-2.197,1.61
1_1_4_1,1,1,4,1,2,bounce,-0.45,-2.643,0.03
1_1_4_1,1,1,4,1,2,peak,-0.804,-2.979,0.508
1_1_4_1,1,1,4,1,2,last,-1.143,-3.302,0.046
1_1_4_2,1,1,4,2,1,hit,-11.34,1.733,2.941
1_1_4_2,1,1,4,2,1,peak,-11.34,1.733,2.941
1_1_4_2,1,1,4,2,1,net,0.0,-0.347,1.217
1_1_4_2,1,1,4,2,1,bounce,5.38,-1.071,0.034
1_1_4_2,1,1,4,2,2,hit,11.087,-1.78,1.17
1_1_4_2,1,1,4,2,2,peak,7.242,-1.034,1.277
1_1_4_2,1,1,4,2,2,net,0.0,0.403,0.853
1_1_4_2,1,1,4,2,2,bounce,0.246,0.594,0.035
1_1_4_2,1,1,4,2,2,peak,0.849,0.853,0.93
1_1_4_2,1,1,4,2,2,last,1.436,1.105,0.057
1_2_1_1,1,2,1,1,1,hit,-11.48,-0.591,2.973
1_2_1_1,1,2,1,1,1,peak,-11.48,-0.591,2.973
1_2_1_1,1,2,1,1,1,net,0.0,0.179,1.303
1_2_1_1,1,2,1,1,1,bounce,6.278,0.668,0.036
1_2_1_1,1,2,1,1,2,hit,12.947,1.309,1.155
1_2_1_1,1,2,1,1,2,peak,7.244,1.324,1.427
1_2_1_1,1,2,1,1,2,net,0.0,1.292,0.914
1_2_1_1,1,2,1,1,2,bounce,0.347,1.436,0.035
1_2_1_1,1,2,1,1,2,peak,0.86,1.604,0.724
1_2_1_1,1,2,1,1,2,last,1.357,1.766,0.052
1_2_2_1,1,2,2,1,1,hit,-11.36,1.242,2.965
1_2_2_1,1,2,2,1,1,peak,-11.36,1.242,2.965
1_2_2_1,1,2,2,1,1,net,0.0,-1.501,0.9
1_2_2_1,1,2,2,1,1,bounce,-0.394,-1.913,0.034
1_2_2_1,1,2,2,1,1,last,-1.803,-2.748,0.048
1_2_2_2,1,2,2,2,1,hit,-11.512,1.507,2.932
1_2_2_2,1,2,2,2,1,peak,-11.512,1.507,2.932
1_2_2_2,1,2,2,2,1,net,0.0,-1.491,1.477
1_2_2_2,1,2,2,2,1,bounce,6.15,-2.741,0.033
1_2_2_2,1,2,2,2,2,hit,11.129,-3.706,1.329
1_2_2_2,1,2,2,2,2,peak,4.79,-2.827,1.613
1_2_2_2,1,2,2,2,2,net,0.0,-2.286,1.411
1_2_2_2,1,2,2,2,2,bounce,-7.586,-1.672,0.034
1_2_2_2,1,2,2,2,2,peak,-11.841,-1.291,0.875
1_2_2_2,1,2,2,2,3,hit,-12.249,-1.26,0.866
1_2_2_2,1,2,2,2,3,peak,-2.842,-0.299,1.841
1_2_2_2,1,2,2,2,3,net,0.0,0.031,1.735
1_2_2_2,1,2,2,2,3,bounce,8.268,1.092,0.036
1_2_2_2,1,2,2,2,4,hit,13.054,1.567,1.287
1_2_2_2,1,2,2,2,4,peak,4.532,2.01,1.641
1_2_2_2,1,2,2,2,4,net,0.0,2.273,1.52
1_2_2_2,1,2,2,2,4,bounce,-10.718,2.987,0.034
1_2_2_2,1,2,2,2,4,last,-16.279,3.297,0.93
1_2_3_1,1,2,3,1,1,hit,-11.435,-0.551,2.962
1_2_3_1,1,2,3,1,1,peak,-11.435,-0.551,2.962
1_2_3_1,1,2,3,1,1,net,0.0,0.26,0.889
1_2_3_1,1,2,3,1,2,hit,0.173,0.274,0.852
1_2_3_1,1,2,3,1,2,net,0.0,0.251,0.47
1_2_3_1,1,2,3,1,2,bounce,-0.247,0.251,0.034
1_2_3_1,1,2,3,1,2,peak,-1.358,0.238,1.391
1_2_3_1,1,2,3,1,2,last,-2.449,0.225,0.045
1_2_3_2,1,2,3,2,1,hit,-11.615,-0.474,2.953
1_2_3_2,1,2,3,2,1,peak,-11.615,-0.474,2.953
1_2_3_2,1,2,3,2,1,net,0.0,0.567,1.172
1_2_3_2,1,2,3,2,1,bounce,4.816,1.255,0.035
1_2_3_2,1,2,3,2,2,hit,11.382,2.333,1.378
1_2_3_2,1,2,3,2,2,peak,3.956,0.282,1.852
1_2_3_2,1,2,3,2,2,net,0.0,-0.934,1.684
1_2_3_2,1,2,3,2,2,bounce,-8.045,-3.71,0.032
1_2_3_2,1,2,3,2,2,peak,-12.242,-5.161,1.052
1_2_3_2,1,2,3,2,3,hit,-12.871,-5.39,1.026
1_2_3_2,1,2,3,2,3,peak,-4.84,-3.302,1.674
1_2_3_2,1,2,3,2,3,net,0.0,-1.937,1.348
1_2_3_2,1,2,3,2,3,bounce,5.344,-0.346,0.034
1_2_3_2,1,2,3,2,3,peak,8.116,0.579,0.656
1_2_3_2,1,2,3,2,4,hit,9.072,0.896,0.574
1_2_3_2,1,2,3,2,4,peak,1.216,1.631,1.263
1_2_3_2,1,2,3,2,4,net,0.0,1.726,1.244
1_2_3_2,1,2,3,2,4,bounce,-7.98,2.23,0.035
1_2_3_2,1,2,3,2,4,peak,-13.197,2.396,1.019
1_2_3_2,1,2,3,2,5,hit,-14.282,2.424,0.968
1_2_3_2,1,2,3,2,5,peak,-3.841,-0.266,2.091
1_2_3_2,1,2,3,2,5,net,0.0,-1.238,1.914
1_2_3_2,1,2,3,2,6,hit,3.565,-2.145,1.413
1_2_3_2,1,2,3,2,6,peak,2.138,-2.583,1.488
1_2_3_2,1,2,3,2,6,net,0.0,-3.262,1.302
