point_ID,set_num,game_num,point_num,serve_num,strike_index,position,x,y,z
1_1_1_1,1,1,1,1,1,hit,11.394,1.229,2.604
1_1_1_1,1,1,1,1,1,peak,11.394,1.229,2.604
1_1_1_1,1,1,1,1,1,net,0.0,-1.548,1.143
1_1_1_1,1,1,1,1,1,bounce,-5.344,-2.867,0.031
1_1_1_1,1,1,1,1,2,hit,-11.549,-4.544,1.007
1_1_1_1,1,1,1,1,2,peak,-1.787,-1.749,2.617
1_1_1_1,1,1,1,1,2,net,0.0,-1.28,2.555
1_1_1_1,1,1,1,1,2,bounce,9.044,0.85,0.031
1_1_1_1,1,1,1,1,3,hit,12.201,1.661,1.409
1_1_1_1,1,1,1,1,3,peak,4.881,1.834,1.809
1_1_1_1,1,1,1,1,3,net,0.0,2.05,1.588
1_1_1_1,1,1,1,1,3,bounce,-7.964,2.616,0.035
1_1_1_1,1,1,1,1,4,hit,-12.051,2.955,0.83
1_1_1_1,1,1,1,1,4,peak,-2.993,0.578,1.595
1_1_1_1,1,1,1,1,4,net,0.0,-0.24,1.496
1_1_1_1,1,1,1,1,4,bounce,8.276,-2.612,0.033
1_1_1_1,1,1,1,1,5,hit,12.623,-3.903,0.923
1_1_1_1,1,1,1,1,5,peak,4.287,-1.23,1.573
1_1_1_1,1,1,1,1,5,net,0.0,0.141,1.355
1_1_1_1,1,1,1,1,5,bounce,-6.368,2.181,0.032
1_1_1_1,1,1,1,1,5,peak,-10.118,3.447,0.806
1_1_1_1,1,1,1,1,6,hit,-11.147,3.792,0.739
1_1_1_1,1,1,1,1,6,peak,-1.969,0.382,1.816
1_1_1_1,1,1,1,1,6,net,0.0,-0.371,1.758
1_1_1_1,1,1,1,1,6,bounce,8.309,-3.66,0.033
1_1_1_1,1,1,1,1,7,hit,12.43,-5.271,1.235
1_1_1_1,1,1,1,1,7,peak,5.619,-4.583,1.478
1_1_1_1,1,1,1,1,7,net,0.0,-4.022,1.275
1_1_1_1,1,1,1,1,7,bounce,-8.411,-3.238,0.033
1_1_1_1,1,1,1,1,8,hit,-12.993,-2.803,0.65
1_1_1_1,1,1,1,1,8,peak,-5.506,-1.224,1.806
1_1_1_1,1,1,1,1,8,net,0.0,0.145,0.979
1_1_1_1,1,1,1,1,8,bounce,2.394,0.788,0.03
1_1_1_1,1,1,1,1,8,last,2.412,0.793,0.03
1_1_2_1,1,1,2,1,1,hit,11.309,-1.579,2.549
1_1_2_1,1,1,2,1,1,peak,11.309,-1.579,2.549
1_1_2_1,1,1,2,1,1,net,0.0,2.122,1.03
1_1_2_1,1,1,2,1,1,bounce,-4.365,3.643,0.032
1_1_2_1,1,1,2,1,2,hit,-11.104,6.073,1.02
1_1_2_1,1,1,2,1,2,peak,-0.941,2.58,2.574
1_1_2_1,1,1,2,1,2,net,0.0,2.261,2.559
1_1_2_1,1,1,2,1,2,bounce,10.469,-1.241,0.034
1_1_2_1,1,1,2,1,3,hit,13.524,-2.326,1.361
1_1_2_1,1,1,2,1,3,peak,6.487,-2.336,1.646
1_1_2_1,1,1,2,1,3,net,0.0,-2.478,1.343
1_1_2_1,1,1,2,1,3,bounce,-7.577,-2.875,0.031
1_1_2_1,1,1,2,1,3,peak,-12.216,-3.219,0.73
1_1_2_1,1,1,2,1,4,hit,-13.41,-3.328,0.676
1_1_2_1,1,1,2,1,4,peak,-8.129,-1.265,5.629
1_1_2_1,1,1,2,1,4,bounce,-3.387,0.973,0.03
1_1_2_1,1,1,2,1,4,peak,-1.035,1.936,3.378
1_1_2_1,1,1,2,1,4,net,0.0,2.359,2.719
1_1_2_1,1,1,2,1,4,last,1.3,2.892,0.023
1_1_3_1,1,1,3,1,1,hit,11.318,0.995,2.61
1_1_3_1,1,1,3,1,1,peak,11.318,0.995,2.61
1_1_3_1,1,1,3,1,1,net,0.0,-1.905,1.036
1_1_3_1,1,1,3,1,1,bounce,-4.835,-3.173,0.031
1_1_3_1,1,1,3,1,2,hit,-11.453,-4.99,0.975
1_1_3_1,1,1,3,1,2,peak,-4.746,-4.549,1.206
1_1_3_1,1,1,3,1,2,net,0.0,-4.26,1.057
1_1_3_1,1,1,3,1,2,peak,1.03,-4.184,1.065
1_1_3_1,1,1,3,1,2,bounce,9.679,-3.627,0.032
1_1_3_1,1,1,3,1,2,peak,14.37,-3.239,0.803
1_1_3_1,1,1,3,1,2,last,17.268,-3.01,0.475
1_1_4_1,1,1,4,1,1,hit,11.37,-1.521,2.627
1_1_4_1,1,1,4,1,1,peak,11.37,-1.521,2.627
1_1_4_1,1,1,4,1,1,net,0.0,1.477,1.097
1_1_4_1,1,1,4,1,1,bounce,-4.984,2.89,0.033
1_1_4_1,1,1,4,1,2,hit,-11.369,4.923,1.073
1_1_4_1,1,1,4,1,2,peak,-2.967,2.579,1.757
1_1_4_1,1,1,4,1,2,net,0.0,1.785,1.656
1_1_4_1,1,1,4,1,2,bounce,8.615,-0.437,0.029
1_1_4_1,1,1,4,1,3,hit,12.754,-1.577,1.01
1_1_4_1,1,1,4,1,3,peak,3.315,-1.749,1.558
1_1_4_1,1,1,4,1,3,net,0.0,-1.862,1.472
1_1_4_1,1,1,4,1,3,bounce,-9.506,-2.333,0.033
1_1_4_1,1,1,4,1,4,hit,-12.632,-2.523,0.725
1_1_4_1,1,1,4,1,4,peak,-0.378,-0.415,3.352
1_1_4_1,1,1,4,1,4,net,0.0,-0.343,3.349
1_1_4_1,1,1,4,1,4,bounce,11.02,1.935,0.033
1_1_4_1,1,1,4,1,5,hit,13.199,2.34,1.331
1_1_4_1,1,1,4,1,5,peak,4.932,0.693,1.809
1_1_4_1,1,1,4,1,5,net,0.0,-0.367,1.59
1_1_4_1,1,1,4,1,5,bounce,-8.016,-2.255,0.031
1_1_4_1,1,1,4,1,6,hit,-11.812,-3.22,0.866
1_1_4_1,1,1,4,1,6,peak,-0.921,-3.222,1.915
1_1_4_1,1,1,4,1,6,net,0.0,-3.23,1.906
1_1_4_1,1,1,4,1,6,bounce,11.499,-3.442,0.032
1_1_4_1,1,1,4,1,7,hit,15.517,-3.379,1.086
1_1_4_1,1,1,4,1,7,net,0.0,-2.126,8.04
1_1_4_1,1,1,4,1,7,peak,-0.554,-2.061,8.052
1_1_4_1,1,1,4,1,7,bounce,-12.402,-0.311,0.033
1_1_4_1,1,1,4,1,7,peak,-17.18,0.415,4.032
1_1_4_1,1,1,4,1,7,last,-18.016,0.542,3.907
1_1_5_1,1,1,5,1,1,hit,11.523,1.009,2.667
1_1_5_1,1,1,5,1,1,peak,11.523,1.009,2.667
1_1_5_1,1,1,5,1,1,net,0.0,-0.438,1.052
1_1_5_1,1,1,5,1,1,bounce,-4.847,-1.015,0.03
1_1_5_1,1,1,5,1,2,hit,-11.789,-1.828,1.074
1_1_5_1,1,1,5,1,2,peak,-4.437,-1.391,1.45
1_1_5_1,1,1,5,1,2,net,0.0,-1.131,1.29
1_1_5_1,1,1,5,1,2,bounce,8.134,-0.645,0.03
1_1_5_1,1,1,5,1,3,hit,12.518,-0.393,0.811
1_1_5_1,1,1,5,1,3,peak,3.499,0.294,1.457
1_1_5_1,1,1,5,1,3,net,0.0,0.539,1.336
1_1_5_1,1,1,5,1,3,bounce,-7.685,1.005,0.033
1_1_5_1,1,1,5,1,3,peak,-11.7,1.195,0.703
1_1_5_1,1,1,5,1,4,hit,-11.959,1.205,0.7
1_1_5_1,1,1,5,1,4,peak,-2.595,1.344,1.337
1_1_5_1,1,1,5,1,4,net,0.0,1.383,1.281
1_1_5_1,1,1,5,1,4,bounce,9.309,1.545,0.033
1_1_5_1,1,1,5,1,5,hit,13.037,1.558,0.715
1_1_5_1,1,1,5,1,5,peak,3.228,-0.973,1.507
1_1_5_1,1,1,5,1,5,net,0.0,-1.826,1.4
1_1_5_1,1,1,5,1,5,bounce,-7.873,-4.027,0.033
1_1_5_1,1,1,5,1,5,last,-7.941,-4.046,0.033
1_1_6_1,1,1,6,1,1,hit,11.381,-1.492,2.589
1_1_6_1,1,1,6,1,1,peak,11.381,-1.492,2.589
1_1_6_1,1,1,6,1,1,net,0.0,-0.061,1.168
1_1_6_1,1,1,6,1,1,bounce,-5.963,0.752,0.032
1_1_6_1,1,1,6,1,2,hit,-12.019,1.624,0.875
1_1_6_1,1,1,6,1,2,peak,-3.808,1.033,1.578
1_1_6_1,1,1,6,1,2,net,0.0,0.811,1.406
1_1_6_1,1,1,6,1,2,bounce,7.189,0.491,0.031
1_1_6_1,1,1,6,1,2,peak,11.759,0.373,0.964
1_1_6_1,1,1,6,1,3,hit,12.053,0.366,0.96
1_1_6_1,1,1,6,1,3,peak,4.695,1.264,1.329
1_1_6_1,1,1,6,1,3,net,0.0,1.904,1.143
1_1_6_1,1,1,6,1,3,bounce,-6.852,2.948,0.034
1_1_6_1,1,1,6,1,3,peak,-11.02,3.564,0.664
1_1_6_1,1,1,6,1,4,hit,-12.768,3.84,0.537
1_1_6_1,1,1,6,1,4,peak,-1.576,3.246,1.704
1_1_6_1,1,1,6,1,4,net,0.0,3.153,1.677
1_1_6_1,1,1,6,1,4,bounce,10.111,2.509,0.035
1_1_6_1,1,1,6,1,5,hit,13.005,2.27,0.811
1_1_6_1,1,1,6,1,5,peak,2.724,0.162,1.557
1_1_6_1,1,1,6,1,5,net,0.0,-0.422,1.49
1_1_6_1,1,1,6,1,5,bounce,-9.044,-2.512,0.032
1_1_6_1,1,1,6,1,5,peak,-13.096,-3.496,0.846
1_1_6_1,1,1,6,1,6,hit,-13.181,-3.518,0.845
1_1_6_1,1,1,6,1,6,peak,-2.586,-1.426,2.148
1_1_6_1,1,1,6,1,6,net,0.0,-0.927,2.056
1_1_6_1,1,1,6,1,6,bounce,9.222,0.814,0.03
1_1_6_1,1,1,6,1,7,hit,13.0,1.578,1.222
1_1_6_1,1,1,6,1,7,peak,5.383,2.283,1.642
1_1_6_1,1,1,6,1,7,net,0.0,2.724,1.376
1_1_6_1,1,1,6,1,7,bounce,-6.964,3.201,0.034
1_1_6_1,1,1,6,1,7,peak,-11.21,3.373,0.839
1_1_6_1,1,1,6,1,7,last,-13.899,3.463,0.456
1_1_7_1,1,1,7,1,1,hit,11.423,1.087,2.572
1_1_7_1,1,1,7,1,1,peak,11.423,1.087,2.572
1_1_7_1,1,1,7,1,1,net,0.0,-0.15,0.985
1_1_7_1,1,1,7,1,1,bounce,-4.596,-0.653,0.03
1_1_7_1,1,1,7,1,2,hit,-12.033,-1.515,1.065
1_1_7_1,1,1,7,1,2,peak,-0.751,-1.88,2.082
