point_ID,set_num,game_num,point_num,serve_num,strike_index,position,x,y,z
1_1_2_1,1,1,2,1,1,hit,-11.411,1.143,2.921
1_1_2_1,1,1,2,1,1,peak,-11.411,1.143,2.921
1_1_2_1,1,1,2,1,1,net,0.0,0.206,1.008
1_1_2_1,1,1,2,1,1,bounce,4.402,-0.112,0.044
1_1_2_1,1,1,2,1,2,hit,13.049,-0.802,1.383
1_1_2_1,1,1,2,1,2,peak,5.923,-0.619,1.753
1_1_2_1,1,1,2,1,2,net,0.0,-0.473,1.439
1_1_2_1,1,1,2,1,2,bounce,-7.198,-0.323,0.037
1_1_2_1,1,1,2,1,3,hit,-11.147,-0.244,1.035
1_1_2_1,1,1,2,1,3,peak,-1.459,-1.122,1.713
1_1_2_1,1,1,2,1,3,net,0.0,-1.258,1.695
1_1_2_1,1,1,2,1,3,bounce,11.535,-2.395,0.032
1_1_2_1,1,1,2,1,4,hit,14.095,-2.6,0.758
1_1_2_1,1,1,2,1,4,peak,5.72,-1.01,1.292
1_1_2_1,1,1,2,1,4,net,0.0,0.096,0.98
1_1_2_1,1,1,2,1,4,bounce,-5.303,1.114,0.04
1_1_2_1,1,1,2,1,4,peak,-9.581,1.909,0.789
1_1_2_1,1,1,2,1,5,hit,-12.045,2.367,0.502
1_1_2_1,1,1,2,1,5,peak,-1.872,-0.074,1.448
1_1_2_1,1,1,2,1,5,net,0.0,-0.507,1.41
1_1_2_1,1,1,2,1,5,bounce,9.021,-2.511,0.031
1_1_2_1,1,1,2,1,5,peak,13.662,-3.38,0.99
1_1_2_1,1,1,2,1,6,hit,13.68,-3.383,0.99
1_1_2_1,1,1,2,1,6,peak,4.434,-1.302,1.631
1_1_2_1,1,1,2,1,6,net,0.0,-0.334,1.45
1_1_2_1,1,1,2,1,6,bounce,-8.022,1.34,0.041
1_1_2_1,1,1,2,1,6,peak,-12.418,2.33,0.936
1_1_2_1,1,1,2,1,7,hit,-12.87,2.432,0.926
1_1_2_1,1,1,2,1,7,peak,-2.638,2.865,1.727
1_1_2_1,1,1,2,1,7,net,0.0,2.999,1.663
1_1_2_1,1,1,2,1,7,bounce,10.033,3.611,0.032
1_1_2_1,1,1,2,1,7,peak,15.329,3.966,1.115
1_1_2_1,1,1,2,1,8,hit,15.357,3.968,1.115
1_1_2_1,1,1,2,1,8,peak,3.272,0.68,1.749
1_1_2_1,1,1,2,1,8,net,0.0,-0.313,1.665
1_1_2_1,1,1,2,1,8,bounce,-8.96,-3.321,0.032
1_1_2_1,1,1,2,1,8,peak,-11.149,-4.163,0.59
1_1_2_1,1,1,2,1,9,hit,-11.469,-4.292,0.576
1_1_2_1,1,1,2,1,9,peak,-1.394,-0.69,1.706
1_1_2_1,1,1,2,1,9,net,0.0,-0.158,1.68
1_1_2_1,1,1,2,1,9,bounce,8.834,3.474,0.035
1_1_2_1,1,1,2,1,10,hit,12.973,5.261,1.166
1_1_2_1,1,1,2,1,10,peak,10.834,4.998,1.185
1_1_2_1,1,1,2,1,10,net,0.0,3.736,0.617
1_1_2_1,1,1,2,1,10,peak,0.002,3.666,0.641
1_1_2_1,1,1,2,1,10,bounce,1.236,3.417,0.041
1_1_2_1,1,1,2,1,10,last,1.253,3.414,0.041
1_1_3_1,1,1,3,1,1,hit,-11.323,-0.573,2.87
1_1_4_1,1,1,4,1,1,hit,-11.27,0.955,2.917
1_1_4_1,1,1,4,1,1,peak,-11.27,0.955,2.917
1_1_4_1,1,1,4,1,1,net,0.0,-1.935,1.074
1_1_4_1,1,1,4,1,1,bounce,4.968,-3.157,0.035
1_1_4_1,1,1,4,1,2,hit,12.92,-5.031,1.203
1_1_4_1,1,1,4,1,2,peak,5.582,-2.436,1.661
1_1_4_1,1,1,4,1,2,net,0.0,-0.488,1.345
1_1_4_1,1,1,4,1,2,bounce,-6.602,1.775,0.04
1_1_4_1,1,1,4,1,3,hit,-10.629,3.138,1.027
1_1_4_1,1,1,4,1,3,peak,-0.724,1.342,1.856
1_1_4_1,1,1,4,1,3,net,0.0,1.208,1.851
1_1_4_1,1,1,4,1,3,bounce,11.687,-1.041,0.037
1_1_4_1,1,1,4,1,4,hit,13.117,-1.293,0.633
1_1_4_1,1,1,4,1,4,net,0.0,-0.21,2.609
1_1_4_1,1,1,4,1,4,peak,-0.098,-0.202,2.609
1_1_4_1,1,1,4,1,4,bounce,-12.797,0.746,0.032
1_1_4_1,1,1,4,1,4,last,-16.768,0.946,1.371
1_2_1_1,1,2,1,1,1,hit,-11.452,-0.917,2.982
1_2_1_1,1,2,1,1,1,peak,-11.452,-0.917,2.982
1_2_1_1,1,2,1,1,1,net,0.0,0.121,0.994
1_2_1_1,1,2,1,1,1,bounce,4.384,0.62,0.044
1_2_1_1,1,2,1,1,2,hit,14.578,1.775,1.535
1_2_1_1,1,2,1,1,2,peak,7.938,1.618,1.988
1_2_1_1,1,2,1,1,2,net,0.0,1.416,1.175
1_2_1_1,1,2,1,1,2,bounce,-3.972,1.322,0.04
1_2_1_1,1,2,1,1,2,peak,-8.196,1.27,1.224
1_2_1_1,1,2,1,1,3,hit,-10.398,1.243,0.857
1_2_1_1,1,2,1,1,3,peak,-2.069,1.816,1.444
1_2_1_1,1,2,1,1,3,net,0.0,1.966,1.402
1_2_1_1,1,2,1,1,3,bounce,9.24,2.678,0.034
1_2_1_1,1,2,1,1,4,hit,14.359,3.179,0.957
1_2_1_1,1,2,1,1,4,peak,6.683,2.58,1.448
1_2_1_1,1,2,1,1,4,net,0.0,2.073,1.003
1_2_1_1,1,2,1,1,4,peak,-1.681,1.887,1.083
1_2_1_1,1,2,1,1,5,hit,-5.488,1.472,0.618
1_2_1_1,1,2,1,1,5,peak,-0.992,0.535,1.236
1_2_1_1,1,2,1,1,5,net,0.0,0.331,1.203
1_2_1_1,1,2,1,1,5,bounce,4.694,-0.625,0.045
1_2_1_1,1,2,1,1,5,peak,6.452,-0.867,0.722
1_2_1_1,1,2,1,1,6,hit,7.49,-1.006,0.454
1_2_1_1,1,2,1,1,6,peak,2.208,1.141,1.122
1_2_1_1,1,2,1,1,6,peak,0.958,1.635,1.078
1_2_1_1,1,2,1,1,6,bounce,0.931,2.936,0.041
1_2_1_1,1,2,1,1,6,last,1.591,3.61,0.83
1_2_2_1,1,2,2,1,1,hit,-11.508,1.656,2.961
1_2_2_1,1,2,2,1,1,peak,-11.508,1.656,2.961
1_2_2_1,1,2,2,1,1,net,0.0,0.378,1.212
1_2_2_1,1,2,2,1,1,bounce,5.872,-0.107,0.043
1_2_2_1,1,2,2,1,2,hit,15.388,-0.747,1.205
1_2_2_1,1,2,2,1,2,peak,5.558,0.385,2.661
1_2_2_1,1,2,2,1,2,net,0.0,1.12,2.066
1_2_2_1,1,2,2,1,2,bounce,-5.608,1.969,0.04
1_2_2_1,1,2,2,1,2,peak,-9.885,2.51,1.597
1_2_2_1,1,2,2,1,3,hit,-10.105,2.539,1.593
1_2_2_1,1,2,2,1,3,peak,-10.001,2.51,1.593
1_2_2_1,1,2,2,1,3,net,0.0,-0.396,1.08
1_2_2_1,1,2,2,1,3,bounce,6.595,-2.514,0.035
1_2_2_1,1,2,2,1,3,peak,12.608,-4.385,0.867
1_2_2_1,1,2,2,1,4,hit,15.3,-5.239,0.675
1_2_2_1,1,2,2,1,4,peak,1.933,-3.896,2.376
1_2_2_1,1,2,2,1,4,net,0.0,-3.671,2.327
1_2_2_1,1,2,2,1,4,bounce,-10.005,-2.338,0.03
1_2_2_1,1,2,2,1,4,peak,-12.211,-1.904,0.939
1_2_2_1,1,2,2,1,5,hit,-12.548,-1.838,0.917
1_2_2_1,1,2,2,1,5,peak,-6.597,-0.625,1.254
1_2_2_1,1,2,2,1,5,last,0.0,0.792,0.78
1_2_3_1,1,2,3,1,1,hit,-11.484,-0.937,2.966
1_2_3_1,1,2,3,1,1,peak,-11.484,-0.937,2.966
1_2_3_1,1,2,3,1,1,net,0.0,2.084,1.251
1_2_3_1,1,2,3,1,1,bounce,5.914,3.873,0.031
1_2_3_1,1,2,3,1,2,hit,14.019,6.428,1.225
1_2_3_1,1,2,3,1,2,peak,6.52,3.746,1.698
1_2_3_1,1,2,3,1,2,net,0.0,1.484,1.252
1_2_3_1,1,2,3,1,2,bounce,-5.552,-0.419,0.039
1_2_3_1,1,2,3,1,2,peak,-9.784,-1.888,0.956
1_2_3_1,1,2,3,1,3,hit,-9.974,-1.953,0.954
1_2_3_1,1,2,3,1,3,peak,-4.086,-2.149,2.183
1_2_3_1,1,2,3,1,3,net,0.0,-2.415,1.417
1_2_3_1,1,2,3,1,3,bounce,2.574,-2.642,0.042
1_2_3_1,1,2,3,1,3,last,2.985,-2.86,0.883
1_2_4_1,1,2,4,1,1,hit,-11.459,1.842,3.012
1_2_4_1,1,2,4,1,1,peak,-11.459,1.842,3.012
1_2_4_1,1,2,4,1,1,net,0.0,-1.575,1.37
