point_ID,set_num,game_num,point_num,serve_num,strike_index,position,x,y,z
1_1_1_1,1,1,1,1,1,hit,-11.203,-1.007,2.985
1_1_1_1,1,1,1,1,1,peak,-11.203,-1.007,2.985
1_1_1_1,1,1,1,1,1,net,0.0,0.806,0.88
1_1_1_1,1,1,1,1,1,bounce,-0.308,0.712,0.037
1_1_1_1,1,1,1,1,1,last,-0.316,0.711,0.037
1_1_1_2,1,1,1,2,1,hit,-11.329,-0.819,3.08
1_1_1_2,1,1,1,2,1,peak,-11.329,-0.819,3.08
1_1_1_2,1,1,1,2,1,net,0.0,1.486,1.105
1_1_1_2,1,1,1,2,1,bounce,3.661,2.586,0.039
1_1_1_2,1,1,1,2,2,hit,10.701,4.19,1.485
1_1_1_2,1,1,1,2,2,peak,5.214,2.799,1.704
1_1_1_2,1,1,1,2,2,net,0.0,1.545,1.487
1_1_1_2,1,1,1,2,3,hit,-2.707,0.914,1.196
1_1_1_2,1,1,1,2,3,net,0.0,-0.225,1.525
1_1_1_2,1,1,1,2,3,peak,1.92,-1.093,1.601
1_1_1_2,1,1,1,2,4,hit,3.56,-1.863,1.541
1_1_1_2,1,1,1,2,4,peak,0.312,-2.175,1.768
1_1_1_2,1,1,1,2,4,net,0.0,-2.207,1.766
1_1_1_2,1,1,1,2,5,hit,-2.978,-2.516,1.528
1_1_1_2,1,1,1,2,5,peak,-1.504,-2.532,1.55
1_1_1_2,1,1,1,2,5,net,0.0,-2.542,1.524
1_1_1_2,1,1,1,2,6,hit,2.936,-2.584,1.29
1_1_1_2,1,1,1,2,6,net,0.0,-2.672,1.781
1_1_1_2,1,1,1,2,6,peak,-3.925,-2.779,2.033
1_1_1_2,1,1,1,2,6,bounce,-14.083,-2.978,0.031
1_1_1_2,1,1,1,2,6,last,-16.761,-2.996,1.127
1_1_2_1,1,1,2,1,1,hit,-11.126,1.342,2.987
1_1_2_1,1,1,2,1,1,peak,-11.126,1.342,2.987
1_1_2_1,1,1,2,1,1,net,0.0,-1.737,1.175
1_1_2_1,1,1,2,1,1,bounce,5.352,-3.161,0.031
1_1_2_1,1,1,2,1,2,hit,12.047,-4.992,1.3
1_1_2_1,1,1,2,1,2,peak,3.602,-0.667,2.709
1_1_2_1,1,1,2,1,2,net,0.0,1.256,2.417
1_1_2_1,1,1,2,1,3,hit,-1.898,2.286,2.015
1_1_2_1,1,1,2,1,3,peak,-0.042,3.106,0.328
1_1_2_1,1,1,2,1,3,bounce,-0.182,3.449,0.037
1_1_2_1,1,1,2,1,3,peak,-0.233,3.56,0.103
1_1_2_1,1,1,2,1,3,last,-0.436,3.998,-1.048
1_1_3_1,1,1,3,1,1,hit,-11.148,-1.092,2.937
1_1_3_1,1,1,3,1,1,peak,-11.148,-1.092,2.937
1_1_3_1,1,1,3,1,1,net,0.0,2.02,1.121
1_1_3_1,1,1,3,1,1,bounce,4.688,3.574,0.038
1_1_3_1,1,1,3,1,1,last,16.749,7.827,1.358
1_1_4_1,1,1,4,1,1,hit,-10.97,1.063,2.979
1_1_4_1,1,1,4,1,1,peak,-10.97,1.063,2.979
1_1_4_1,1,1,4,1,1,net,0.0,-2.167,0.621
1_1_4_1,1,1,4,1,1,bounce,-0.223,-2.919,0.034
1_1_4_1,1,1,4,1,1,last,-0.231,-2.931,0.034
1_1_4_2,1,1,4,2,1,hit,-11.329,1.814,3.035
1_1_4_2,1,1,4,2,1,peak,-11.329,1.814,3.035
1_1_4_2,1,1,4,2,1,net,0.0,-0.327,1.279
1_1_4_2,1,1,4,2,1,bounce,4.929,-0.985,0.038
1_1_4_2,1,1,4,2,2,hit,11.646,-2.148,1.94
1_1_4_2,1,1,4,2,2,peak,10.959,-2.173,1.943
1_1_4_2,1,1,4,2,2,net,0.0,-2.474,1.09
1_1_4_2,1,1,4,2,3,hit,-3.13,-2.527,0.478
1_1_4_2,1,1,4,2,3,net,0.0,-1.864,1.215
1_1_4_2,1,1,4,2,3,peak,0.697,-1.724,1.242
1_1_4_2,1,1,4,2,3,bounce,5.061,-0.926,0.039
1_1_4_2,1,1,4,2,3,peak,6.235,-0.738,0.778
1_1_4_2,1,1,4,2,4,hit,6.763,-0.658,0.607
1_1_4_2,1,1,4,2,4,peak,2.986,-0.489,0.836
1_1_4_2,1,1,4,2,4,peak,0.121,-0.469,0.766
1_1_4_2,1,1,4,2,4,bounce,1.035,-0.815,0.045
1_1_4_2,1,1,4,2,4,peak,1.628,-1.043,0.6
1_1_4_2,1,1,4,2,4,last,2.191,-1.26,0.076
1_1_5_1,1,1,5,1,1,hit,-11.273,-0.847,2.964
1_1_5_1,1,1,5,1,1,peak,-11.273,-0.847,2.964
1_1_5_1,1,1,5,1,1,net,0.0,1.806,1.082
1_1_5_1,1,1,5,1,1,bounce,4.563,3.035,0.037
1_1_5_1,1,1,5,1,2,hit,12.594,5.09,1.591
1_1_5_1,1,1,5,1,2,peak,4.944,3.809,2.137
1_1_5_1,1,1,5,1,2,net,0.0,3.051,1.872
1_1_5_1,1,1,5,1,3,hit,-2.506,2.672,1.52
1_1_5_1,1,1,5,1,3,net,0.0,1.333,1.203
1_1_5_1,1,1,5,1,3,bounce,4.264,-1.205,0.035
1_1_5_1,1,1,5,1,3,peak,6.996,-2.848,0.779
1_1_5_1,1,1,5,1,4,hit,8.923,-4.086,0.334
1_1_5_1,1,1,5,1,4,net,0.0,0.348,1.386
1_1_5_1,1,1,5,1,4,peak,-0.32,0.513,1.388
1_1_5_1,1,1,5,1,5,hit,-3.188,2.012,1.269
1_1_5_1,1,1,5,1,5,peak,-2.082,2.051,1.315
1_1_5_1,1,1,5,1,5,net,0.0,2.134,1.138
1_1_5_1,1,1,5,1,5,bounce,3.323,2.29,0.037
1_1_5_1,1,1,5,1,5,peak,5.041,2.423,0.848
1_1_5_1,1,1,5,1,5,last,6.637,2.535,0.085
1_1_6_1,1,1,6,1,1,hit,-11.04,1.331,3.001
1_1_6_1,1,1,6,1,1,peak,-11.04,1.331,3.001
1_1_6_1,1,1,6,1,1,net,0.0,-1.607,1.213
1_1_6_1,1,1,6,1,1,bounce,5.627,-3.068,0.035
1_1_6_1,1,1,6,1,2,hit,12.082,-4.726,1.256
1_1_6_1,1,1,6,1,2,peak,8.334,-3.348,1.413
1_1_6_1,1,1,6,1,2,last,0.008,-0.277,0.543
1_2_2_1,1,2,2,1,1,hit,-11.549,0.834,3.021
1_2_2_1,1,2,2,1,1,peak,-11.549,0.834,3.021
1_2_2_1,1,2,2,1,1,net,0.0,-1.695,0.991
1_2_2_1,1,2,2,1,1,bounce,4.57,-2.557,0.031
1_2_2_1,1,2,2,1,2,hit,13.615,-4.076,1.238
1_2_2_1,1,2,2,1,2,peak,3.566,-1.277,1.893
1_2_2_1,1,2,2,1,2,net,0.0,-0.236,1.793
1_2_2_1,1,2,2,1,2,bounce,-10.886,3.024,0.035
1_2_2_1,1,2,2,1,2,last,-18.046,5.163,1.312
1_2_3_1,1,2,3,1,1,hit,-11.367,-1.736,2.972
1_2_3_1,1,2,3,1,1,peak,-11.367,-1.736,2.972
1_2_3_1,1,2,3,1,1,net,0.0,0.752,0.929
1_2_3_1,1,2,3,1,1,bounce,-1.873,3.13,0.03
1_2_3_1,1,2,3,1,1,last,-3.221,4.518,0.044
1_2_3_2,1,2,3,2,1,hit,-11.506,-1.276,3.008
1_2_3_2,1,2,3,2,1,peak,-11.506,-1.276,3.008
1_2_3_2,1,2,3,2,1,net,0.0,0.001,1.327
1_2_3_2,1,2,3,2,1,bounce,5.094,0.896,0.039
1_2_3_2,1,2,3,2,2,hit,10.127,1.541,1.525
1_2_3_2,1,2,3,2,2,peak,3.365,0.199,2.009
1_2_3_2,1,2,3,2,2,net,0.0,-0.544,1.868
1_2_3_2,1,2,3,2,3,hit,-6.843,-2.212,0.563
1_2_3_2,1,2,3,2,3,peak,-0.121,-2.256,1.426
1_2_3_2,1,2,3,2,3,net,0.0,-2.255,1.426
1_2_3_2,1,2,3,2,3,bounce,7.138,-2.064,0.034
1_2_3_2,1,2,3,2,3,peak,8.967,-1.895,0.754
1_2_3_2,1,2,3,2,4,hit,9.652,-1.825,0.638
1_2_3_2,1,2,3,2,4,net,0.0,-2.793,1.435
1_2_3_2,1,2,3,2,4,peak,-0.203,-2.816,1.435
1_2_3_2,1,2,3,2,5,hit,-3.739,-3.251,1.32
1_2_3_2,1,2,3,2,5,peak,-1.438,-2.919,1.405
1_2_3_2,1,2,3,2,5,net,0.0,-2.701,1.369
1_2_3_2,1,2,3,2,5,bounce,6.716,-1.533,0.035
1_2_3_2,1,2,3,2,5,peak,9.238,-1.025,0.864
1_2_3_2,1,2,3,2,6,hit,9.634,-0.942,0.841
1_2_3_2,1,2,3,2,6,peak,1.165,1.334,1.472
1_2_3_2,1,2,3,2,6,net,0.0,1.636,1.459
1_2_3_2,1,2,3,2,7,hit,-2.98,2.401,1.307
1_2_3_2,1,2,3,2,7,net,0.0,3.269,1.774
1_2_3_2,1,2,3,2,7,peak,3.589,4.34,1.992
1_2_3_2,1,2,3,2,7,bounce,12.909,7.333,0.034
1_2_3_2,1,2,3,2,7,peak,16.697,8.644,1.158
1_2_3_2,1,2,3,2,7,last,17.984,9.089,1.024
1_2_4_1,1,2,4,1,1,hit,-11.648,0.372,3.033
1_2_4_1,1,2,4,1,1,peak,-11.648,0.372,3.033
1_2_4_1,1,2,4,1,1,net,0.0,-0.628,1.165
1_2_4_1,1,2,4,1,1,bounce,5.306,-0.869,0.041
1_2_4_1,1,2,4,1,2,hit,14.024,-1.194,1.514
1_2_4_1,1,2,4,1,2,peak,5.885,-1.276,1.985
1_2_4_1,1,2,4,1,2,net,0.0,-1.311,1.685
1_2_4_1,1,2,4,1,3,hit,-8.093,-1.342,0.122
1_2_4_1,1,2,4,1,3,peak,-2.926,-0.392,0.64
1_2_4_1,1,2,4,1,3,net,0.0,0.2,0.443
1_2_4_1,1,2,4,1,3,peak,-0.018,0.236,0.453
1_2_4_1,1,2,4,1,3,bounce,-0.795,0.432,0.043
1_2_4_1,1,2,4,1,3,peak,-1.296,0.561,0.365
1_2_4_1,1,2,4,1,3,last,-1.745,0.677,0.091
1_2_5_1,1,2,5,1,1,hit,-11.428,-1.496,2.993
1_2_5_1,1,2,5,1,1,peak,-11.428,-1.496,2.993
1_2_5_1,1,2,5,1,1,net,0.0,-0.46,1.051
1_2_5_1,1,2,5,1,1,bounce,4.645,0.057,0.036
1_2_5_1,1,2,5,1,1,last,14.198,0.106,1.921
1_2_6_1,1,2,6,1,1,hit,-11.534,1.667,3.032
1_2_6_1,1,2,6,1,1,peak,-11.534,1.667,3.032
1_2_6_1,1,2,6,1,1,net,0.0,-1.284,1.279
1_2_6_1,1,2,6,1,1,bounce,6.108,-2.672,0.033
1_2_6_1,1,2,6,1,2,hit,13.081,-4.25,1.136
1_2_6_1,1,2,6,1,2,peak,2.205,0.341,2.293
1_2_6_1,1,2,6,1,2,net,0.0,1.234,2.237
1_2_6_1,1,2,6,1,3,hit,-6.894,3.911,1.277
1_2_6_1,1,2,6,1,3,peak,-0.545,0.796,1.874
1_2_6_1,1,2,6,1,3,net,0.0,0.517,1.869
1_2_6_1,1,2,6,1,3,bounce,8.64,-4.217,0.032
1_2_6_1,1,2,6,1,3,peak,10.799,-5.64,0.84
1_2_6_1,1,2,6,1,4,hit,10.821,-5.655,0.839
1_2_6_1,1,2,6,1,4,peak,1.622,-4.941,1.431
1_2_6_1,1,2,6,1,4,net,0.0,-4.833,1.41
1_2_6_1,1,2,6,1,5,hit,-4.278,-4.579,1.159
1_2_6_1,1,2,6,1,5,net,0.0,-3.969,1.608
1_2_6_1,1,2,6,1,5,peak,1.67,-3.707,1.651
1_2_6_1,1,2,6,1,5,bounce,10.726,-2.002,0.032
1_2_6_1,1,2,6,1,5,peak,14.266,-1.229,0.926
1_2_6_1,1,2,6,1,5,last,17.712,-0.478,0.049
1_3_1_1,1,3,1,1,1,hit,11.192,1.331,2.935
1_3_1_1,1,3,1,1,1,peak,11.192,1.331,2.935
1_3_1_1,1,3,1,1,1,net,0.0,-1.065,1.103
1_3_1_1,1,3,1,1,1,bounce,-4.921,-2.208,0.043
1_3_1_1,1,3,1,1,2,hit,-12.205,-3.866,1.378
1_3_1_1,1,3,1,1,2,peak,-3.473,-3.091,3.954
1_3_1_1,1,3,1,1,2,net,0.0,-2.613,3.359
1_3_1_1,1,3,1,1,3,hit,1.024,-2.447,2.931
1_3_1_1,1,3,1,1,3,net,0.0,-2.049,2.153
1_3_1_1,1,3,1,1,3,bounce,-2.753,-0.981,0.045
1_3_1_1,1,3,1,1,3,last,-7.797,0.75,4.103
1_3_2_1,1,3,2,1,1,hit,11.419,-1.398,3.036
1_3_2_1,1,3,2,1,1,peak,11.419,-1.398,3.036
1_3_2_1,1,3,2,1,1,last,0.002,2.344,0.893
1_3_2_2,1,3,2,2,1,hit,11.178,-0.979,2.927
1_3_2_2,1,3,2,2,1,peak,11.178,-0.979,2.927
1_3_2_2,1,3,2,2,1,net,0.0,2.658,1.342
1_3_2_2,1,3,2,2,1,bounce,-5.076,3.867,0.035
1_3_2_2,1,3,2,2,2,hit,-11.008,5.643,1.571
1_3_2_2,1,3,2,2,2,peak,-5.192,4.902,1.919
1_3_2_2,1,3,2,2,2,net,0.0,4.151,1.59
1_3_2_2,1,3,2,2,2,bounce,6.685,2.979,0.038
1_3_2_2,1,3,2,2,2,peak,9.721,2.257,0.88
1_3_2_2,1,3,2,2,3,hit,10.075,2.168,0.867
1_3_2_2,1,3,2,2,3,net,0.0,1.924,1.943
1_3_2_2,1,3,2,2,3,peak,-0.938,1.876,1.952
1_3_2_2,1,3,2,2,3,bounce,-13.668,0.797,0.037
1_3_2_2,1,3,2,2,3,last,-17.918,0.305,1.29
1_3_3_1,1,3,3,1,1,hit,10.935,1.426,2.96
1_3_3_1,1,3,3,1,1,peak,10.935,1.426,2.96
1_3_3_1,1,3,3,1,1,net,0.0,-0.577,1.014
1_3_3_1,1,3,3,1,1,bounce,-4.202,-1.445,0.044
1_3_3_1,1,3,3,1,2,hit,-12.803,-3.225,1.471
1_3_3_1,1,3,3,1,2,peak,-10.063,-2.275,1.524
1_3_3_1,1,3,3,1,2,last,0.006,0.954,0.684
1_3_3_1,1,3,3,1,2,net,0.0,0.952,0.686
1_3_4_1,1,3,4,1,1,hit,11.263,-1.306,2.981
1_3_4_1,1,3,4,1,1,peak,11.263,-1.306,2.981
1_3_4_1,1,3,4,1,1,net,0.0,0.493,1.122
1_3_4_1,1,3,4,1,1,bounce,-5.151,1.218,0.034
1_3_4_1,1,3,4,1,2,hit,-12.643,2.158,1.034
1_3_4_1,1,3,4,1,2,peak,-10.514,2.048,1.142
1_3_4_1,1,3,4,1,2,bounce,-4.369,1.372,0.044
1_3_4_1,1,3,4,1,2,peak,-1.118,0.868,0.833
1_3_4_1,1,3,4,1,2,net,0.0,0.695,0.736
1_3_4_1,1,3,4,1,2,last,2.007,0.384,0.077
1_3_5_1,1,3,5,1,1,hit,11.033,1.552,2.911
1_3_5_1,1,3,5,1,1,peak,11.033,1.552,2.911
1_3_5_1,1,3,5,1,1,net,0.0,-0.099,1.302
1_3_5_1,1,3,5,1,1,bounce,-6.828,-1.268,0.04
1_3_5_1,1,3,5,1,2,hit,-13.329,-2.477,0.873
1_3_5_1,1,3,5,1,2,peak,-2.405,0.239,2.086
1_3_5_1,1,3,5,1,2,net,0.0,0.827,2.011
1_3_5_1,1,3,5,1,2,bounce,9.278,3.023,0.037
1_3_5_1,1,3,5,1,2,peak,14.496,4.232,1.286
1_3_5_1,1,3,5,1,2,last,17.953,5.033,0.722
1_3_5_2,1,3,5,2,1,hit,11.372,0.91,2.949
1_3_5_2,1,3,5,2,1,peak,11.372,0.91,2.949
1_3_5_2,1,3,5,2,1,net,0.0,-0.107,1.256
1_3_5_2,1,3,5,2,1,bounce,-4.686,-0.845,0.042
1_3_5_2,1,3,5,2,2,hit,-11.566,-1.461,1.65
1_3_5_2,1,3,5,2,2,peak,-0.945,-1.53,2.68
1_3_5_2,1,3,5,2,2,net,0.0,-1.542,2.67
1_3_5_2,1,3,5,2,2,bounce,13.004,-1.887,0.032
1_3_5_2,1,3,5,2,3,hit,13.516,-1.917,0.244
1_3_5_2,1,3,5,2,3,peak,12.563,-2.372,0.307
1_3_5_2,1,3,5,2,3,bounce,10.169,-3.714,0.027
1_3_5_2,1,3,5,2,3,peak,9.216,-4.258,0.123
1_3_5_2,1,3,5,2,3,last,8.183,-4.849,-0.003
1_4_1_1,1,4,1,1,1,hit,11.259,1.618,2.731
1_4_1_1,1,4,1,1,1,peak,11.259,1.618,2.731
1_4_1_1,1,4,1,1,1,net,0.0,-0.564,0.856
1_4_1_1,1,4,1,1,1,bounce,0.125,-0.617,0.036
1_4_1_1,1,4,1,1,1,last,1.381,-0.751,0.067
1_4_1_2,1,4,1,2,1,hit,11.514,1.65,2.784
1_4_1_2,1,4,1,2,1,peak,11.514,1.65,2.784
1_4_1_2,1,4,1,2,1,net,0.0,-0.51,1.005
1_4_1_2,1,4,1,2,1,bounce,-4.051,-1.509,0.045
1_4_1_2,1,4,1,2,2,hit,-10.314,-2.873,1.438
1_4_1_2,1,4,1,2,2,net,0.0,-1.263,2.0
1_4_1_2,1,4,1,2,2,peak,0.659,-1.146,2.002
1_4_1_2,1,4,1,2,2,bounce,15.21,1.998,0.039
1_4_1_2,1,4,1,2,2,last,17.956,2.787,0.883
1_4_2_1,1,4,2,1,1,hit,11.169,-2.026,2.763
1_4_2_1,1,4,2,1,1,peak,11.169,-2.026,2.763
1_4_2_1,1,4,2,1,1,net,0.0,0.045,1.007
1_4_2_1,1,4,2,1,1,bounce,-4.884,0.85,0.041
1_4_2_1,1,4,2,1,2,hit,-13.66,2.247,1.034
1_4_2_1,1,4,2,1,2,peak,-7.067,-0.436,1.375
1_4_2_1,1,4,2,1,2,net,0.0,-3.503,0.91
1_4_2_1,1,4,2,1,2,bounce,-0.177,-4.366,0.033
