point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,26448-33249,21766-19921,,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,26448-33249,21766-19921,0,0,0,0
1_1_1_2,1,1,1,2,26448-33249,21766-19921,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,0,0,0,0
1_1_2_1,1,1,2,1,26448-33249,21766-19921,21766-19921,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,26448-33249,21766-19921,0,0,0,0
1_1_2_2,1,1,2,2,26448-33249,21766-19921,21766-19921,AdCourt,0 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,26448-33249,21766-19921,0,0,0,0
1_1_3_1,1,1,3,1,26448-33249,21766-19921,26448-33249,DeuceCourt,0 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,26448-33249,21766-19921,0,0,0,0
1_1_4_1,1,1,4,1,26448-33249,21766-19921,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,2,26448-33249,21766-19921,0,0,0,0
1_1_4_2,1,1,4,2,26448-33249,21766-19921,21766-19921,AdCourt,0 KPH,NA,NA,,,,8,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,26448-33249,21766-19921,0,0,0,0
1_1_5_1,1,1,5,1,26448-33249,21766-19921,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,3,26448-33249,21766-19921,0,0,0,0
1_1_5_2,1,1,5,2,26448-33249,21766-19921,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,4,NA,NA,False,NA,BackHand,0 Metre,NA,NA,True,True,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,3,26448-33249,21766-19921,0,0,0,0
1_2_1_1,1,2,1,1,21766-19921,26448-33249,21766-19921,DeuceCourt,165 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,0,1,0,0
1_2_2_1,1,2,2,1,21766-19921,26448-33249,21766-19921,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,26448-33249,21766-19921,0,1,0,0
1_2_2_2,1,2,2,2,21766-19921,26448-33249,26448-33249,AdCourt,121 KPH,NA,NA,,,,4,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,26448-33249,21766-19921,0,1,0,0
1_2_3_1,1,2,3,1,21766-19921,26448-33249,21766-19921,DeuceCourt,157 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,26448-33249,21766-19921,0,1,0,0
1_2_4_1,1,2,4,1,21766-19921,26448-33249,26448-33249,AdCourt,158 KPH,NA,NA,,,,6,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,26448-33249,21766-19921,0,1,0,0
1_2_5_1,1,2,5,1,21766-19921,26448-33249,26448-33249,DeuceCourt,145 KPH,NA,NA,,,,6,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,26448-33249,21766-19921,0,1,0,0
1_2_6_1,1,2,6,1,21766-19921,26448-33249,21766-19921,AdCourt,156 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,3,26448-33249,21766-19921,0,1,0,0
1_2_7_1,1,2,7,1,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3,3,26448-33249,21766-19921,0,1,0,0
1_2_7_2,1,2,7,2,21766-19921,26448-33249,21766-19921,DeuceCourt,123 KPH,NA,NA,,,,9,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,3,26448-33249,21766-19921,0,1,0,0
1_2_8_1,1,2,8,1,21766-19921,26448-33249,21766-19921,AdCourt,0 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,3,26448-33249,21766-19921,0,1,0,0
1_3_1_1,1,3,1,1,26448-33249,21766-19921,21766-19921,DeuceCourt,144 KPH,NA,NA,,,,2,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,0,2,0,0
1_3_2_1,1,3,2,1,26448-33249,21766-19921,21766-19921,AdCourt,136 KPH,NA,NA,,,,2,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,26448-33249,21766-19921,0,2,0,0
1_3_3_1,1,3,3,1,26448-33249,21766-19921,26448-33249,DeuceCourt,157 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,26448-33249,21766-19921,0,2,0,0
1_3_4_1,1,3,4,1,26448-33249,21766-19921,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,2,26448-33249,21766-19921,0,2,0,0
1_3_4_2,1,3,4,2,26448-33249,21766-19921,26448-33249,AdCourt,114 KPH,NA,NA,,,,7,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,26448-33249,21766-19921,0,2,0,0
1_3_5_1,1,3,5,1,26448-33249,21766-19921,26448-33249,DeuceCourt,144 KPH,NA,NA,,,,5,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,26448-33249,21766-19921,0,2,0,0
1_3_6_1,1,3,6,1,26448-33249,21766-19921,26448-33249,AdCourt,139 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,2,26448-33249,21766-19921,0,2,0,0
1_4_1_1,1,4,1,1,21766-19921,26448-33249,21766-19921,DeuceCourt,149 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,1,2,0,0
1_4_2_1,1,4,2,1,21766-19921,26448-33249,21766-19921,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,26448-33249,21766-19921,1,2,0,0
1_4_2_2,1,4,2,2,21766-19921,26448-33249,21766-19921,AdCourt,140 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,26448-33249,21766-19921,1,2,0,0
1_4_3_1,1,4,3,1,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2,0,26448-33249,21766-19921,1,2,0,0
1_4_3_2,1,4,3,2,21766-19921,26448-33249,26448-33249,DeuceCourt,147 KPH,NA,NA,,,,8,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,26448-33249,21766-19921,1,2,0,0
1_4_4_1,1,4,4,1,21766-19921,26448-33249,21766-19921,AdCourt,161 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,26448-33249,21766-19921,1,2,0,0
1_4_5_1,1,4,5,1,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3,1,26448-33249,21766-19921,1,2,0,0
1_4_5_2,1,4,5,2,21766-19921,26448-33249,26448-33249,DeuceCourt,152 KPH,NA,NA,,,,10,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,26448-33249,21766-19921,1,2,0,0
1_4_6_1,1,4,6,1,21766-19921,26448-33249,26448-33249,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3,2,26448-33249,21766-19921,1,2,0,0
1_4_6_2,1,4,6,2,21766-19921,26448-33249,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,DoubleFault,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,3,2,26448-33249,21766-19921,1,2,0,0
1_4_7_1,1,4,7,1,21766-19921,26448-33249,21766-19921,DeuceCourt,NA,NA,NA,,,,1,Ace,NA,False,NA,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,3,3,26448-33249,21766-19921,1,2,0,0
1_4_8_1,1,4,8,1,21766-19921,26448-33249,21766-19921,AdCourt,153 KPH,NA,NA,,,,9,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,3,26448-33249,21766-19921,1,2,0,0
1_5_1_1,1,5,1,1,26448-33249,21766-19921,21766-19921,DeuceCourt,149 KPH,NA,NA,,,,4,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,1,3,0,0
1_5_2_1,1,5,2,1,26448-33249,21766-19921,21766-19921,AdCourt,161 KPH,NA,NA,,,,16,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,26448-33249,21766-19921,1,3,0,0
1_5_3_1,1,5,3,1,26448-33249,21766-19921,26448-33249,DeuceCourt,181 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,26448-33249,21766-19921,1,3,0,0
1_5_4_1,1,5,4,1,26448-33249,21766-19921,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,26448-33249,21766-19921,1,3,0,0
1_5_5_1,1,5,5,1,26448-33249,21766-19921,26448-33249,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2,2,26448-33249,21766-19921,1,3,0,0
1_5_5_2,1,5,5,2,26448-33249,21766-19921,26448-33249,DeuceCourt,154 KPH,NA,NA,,,,7,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,26448-33249,21766-19921,1,3,0,0
1_5_6_1,1,5,6,1,26448-33249,21766-19921,26448-33249,AdCourt,163 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,2,26448-33249,21766-19921,1,3,0,0
1_6_1_1,1,6,1,1,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,26448-33249,21766-19921,2,3,0,0
1_6_1_2,1,6,1,2,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,2,3,0,0
1_6_2_1,1,6,2,1,21766-19921,26448-33249,21766-19921,AdCourt,145 KPH,NA,NA,,,,5,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,26448-33249,21766-19921,2,3,0,0
1_6_3_1,1,6,3,1,21766-19921,26448-33249,26448-33249,DeuceCourt,147 KPH,NA,NA,,,,4,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,26448-33249,21766-19921,2,3,0,0
1_6_4_1,1,6,4,1,21766-19921,26448-33249,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2,1,26448-33249,21766-19921,2,3,0,0
1_6_4_2,1,6,4,2,21766-19921,26448-33249,21766-19921,AdCourt,127 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,26448-33249,21766-19921,2,3,0,0
1_6_5_1,1,6,5,1,21766-19921,26448-33249,21766-19921,DeuceCourt,162 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,26448-33249,21766-19921,2,3,0,0
1_7_1_1,1,7,1,1,26448-33249,21766-19921,26448-33249,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,26448-33249,21766-19921,2,4,0,0
1_7_1_2,1,7,1,2,26448-33249,21766-19921,26448-33249,DeuceCourt,131 KPH,NA,NA,,,,7,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,2,4,0,0
1_7_2_1,1,7,2,1,26448-33249,21766-19921,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,26448-33249,21766-19921,2,4,0,0
1_7_2_2,1,7,2,2,26448-33249,21766-19921,21766-19921,AdCourt,0 KPH,NA,NA,,,,6,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,26448-33249,21766-19921,2,4,0,0
1_7_3_1,1,7,3,1,26448-33249,21766-19921,21766-19921,DeuceCourt,143 KPH,NA,NA,,,,6,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,26448-33249,21766-19921,2,4,0,0
1_7_4_1,1,7,4,1,26448-33249,21766-19921,21766-19921,AdCourt,162 KPH,NA,NA,,,,12,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,26448-33249,21766-19921,2,4,0,0
1_7_5_1,1,7,5,1,26448-33249,21766-19921,21766-19921,DeuceCourt,163 KPH,NA,NA,,,,4,NA,NA,False,NA,BackHand,NA,NA,NA,True,True,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,3,26448-33249,21766-19921,2,4,0,0
1_8_1_1,1,8,1,1,21766-19921,26448-33249,21766-19921,DeuceCourt,170 KPH,NA,NA,,,,9,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26448-33249,21766-19921,2,5,0,0
1_8_2_1,1,8,2,1,21766-19921,26448-33249,21766-19921,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,26448-33249,21766-19921,2,5,0,0
1_8_2_2,1,8,2,2,21766-19921,26448-33249,26448-33249,AdCourt,115 KPH,NA,NA,,,,4,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,26448-33249,21766-19921,2,5,0,0
1_8_3_1,1,8,3,1,21766-19921,26448-33249,26448-33249,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,26448-33249,21766-19921,2,5,0,0
1_8_3_2,1,8,3,2,21766-19921,26448-33249,26448-33249,DeuceCourt,0 KPH,NA,NA,,,,0,DoubleFault,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,26448-33249,21766-19921,2,5,0,0
1_8_4_1,1,8,4,1,21766-19921,26448-33249,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,2,26448-33249,21766-19921,2,5,0,0
1_8_4_2,1,8,4,2,21766-19921,26448-33249,21766-19921,AdCourt,117 KPH,NA,NA,,,,3,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,26448-33249,21766-19921,2,5,0,0
1_8_5_1,1,8,5,1,21766-19921,26448-33249,21766-19921,DeuceCourt,160 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,26448-33249,21766-19921,2,5,0,0
1_8_6_1,1,8,6,1,21766-19921,26448-33249,26448-33249,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3,2,26448-33249,21766-19921,2,5,0,0
1_8_6_2,1,8,6,2,21766-19921,26448-33249,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,DoubleFault,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,3,2,26448-33249,21766-19921,2,5,0,0
1_8_7_1,1,8,7,1,21766-19921,26448-33249,26448-33249,DeuceCourt,157 KPH,NA,NA,,,,10,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,3,3,26448-33249,21766-19921,2,5,0,0
1_8_8_1,1,8,8,1,21766-19921,26448-33249,21766-19921,AdCourt,156 KPH,NA,NA,,,,21,NA,NA,False,NA,BackHand,NA,NA,NA,True,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,4,26448-33249,21766-19921,2,5,0,0
1_8_9_1,1,8,9,1,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,4,4,26448-33249,21766-19921,2,5,0,0
1_8_9_2,1,8,9,2,21766-19921,26448-33249,21766-19921,DeuceCourt,150 KPH,NA,NA,,,,5,NA,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,4,26448-33249,21766-19921,2,5,0,0
1_8_10_1,1,8,10,1,21766-19921,26448-33249,26448-33249,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,5,4,26448-33249,21766-19921,2,5,0,0
1_8_10_2,1,8,10,2,21766-19921,26448-33249,26448-33249,AdCourt,0 KPH,NA,NA,,,,0,DoubleFault,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,5,4,26448-33249,21766-19921,2,5,0,0
1_8_11_1,1,8,11,1,21766-19921,26448-33249,21766-19921,DeuceCourt,0 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,5,5,26448-33249,21766-19921,2,5,0,0
