point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,3370,17421,3370,DeuceCourt,148 KPH,Unclassified,NA,11.509,0.824,2.733,1,Forced Error,NA,False,NA,ForeHand,NA,NA,NA,False,False,True,-4.911,-3.621,0.042,Wide,1.16,0.0,-2.103,13.679,-0.544,0.86,12.885,-0.732,0.036,-13.233,-6.039,1.524,0.0,-2.902,4.026,12.563,-0.757,0.036,NA,0,0,0,0,0,0,0,0,3370,17421,0,0,0,0
1_1_2_1,1,1,2,1,3370,17421,17421,AdCourt,162 KPH,Unclassified,NA,11.412,-1.101,2.734,6,Unforced Error,NA,False,NA,ForeHand,1.57 Metre,NA,NA,False,False,True,-5.895,0.353,0.035,T,1.25,0.0,0.017,12.032,1.834,1.219,0.154,2.266,0.037,-13.01,0.731,1.161,0.0,-0.586,3.523,9.344,-2.081,0.031,2633.72,0,0,0,0,0,0,1,0,3370,17421,0,0,0,0
1_1_3_1,1,1,3,1,3370,17421,3370,DeuceCourt,150 KPH,Pronated,NA,11.257,1.116,2.73,3,Winner,NA,False,Ground,ForeHand,1.26 Metre,Down the Line,NA,False,False,True,-5.813,-3.815,0.042,Wide,1.26,0.0,-1.967,11.713,1.98,1.685,-6.654,3.714,0.039,-13.137,-6.148,1.328,0.0,-1.869,2.241,7.17,0.44,0.037,1725.5,0,0,0,0,0,0,1,1,3370,17421,0,0,0,0
1_1_4_1,1,1,4,1,3370,17421,3370,AdCourt,NA,NA,NA,,,,1,Ace,NA,False,NA,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,2,1,3370,17421,0,0,0,0
1_1_5_1,1,1,5,1,3370,17421,3370,DeuceCourt,188.63 KPH,Flat,0.51 Metre,11.375,1.005,2.702,0,Faulty Serve,NA,False,NA,BackHand,1.24 Metre,Cross Court,NA,False,False,True,-6.912,-0.525,0.036,T,1.235,0.0,0.099,11.375,1.005,2.702,-6.912,-0.525,0.036,,,,,,,,,,0,1,0,0,0,0,1,3,1,3370,17421,0,0,0,0
1_1_5_2,1,1,5,2,3370,17421,3370,DeuceCourt,140 KPH,NA,NA,,,,5,Unforced Error,NA,False,NA,BackHand,1.26 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,3370,17421,0,0,0,0
1_2_1_1,1,2,1,1,17421,3370,,DeuceCourt,144.99 KPH,Flat,0.04 Metre,11.569,1.169,2.538,0,Faulty Serve,NA,False,NA,BackHand,1.36 Metre,Cross Court,NA,False,False,True,-6.445,-0.235,0.035,T,1.364,0.0,0.377,11.569,1.169,2.538,-6.445,-0.235,0.035,,,,,,,,,,0,1,0,0,0,0,0,0,0,3370,17421,1,0,0,0
1_2_1_2,1,2,1,2,17421,3370,17421,DeuceCourt,126 KPH,Slice,NA,11.845,1.392,2.575,13,Forced Error,NA,False,Passing,ForeHand,1.15 Metre,NA,NA,False,False,True,-5.14,-1.429,0.041,Body,1.291,0.0,-0.369,-3.64,-1.128,0.413,11.042,2.275,0.037,-10.819,-2.559,1.404,0.0,-0.557,1.508,9.969,1.665,0.039,NA,0,0,0,0,0,0,0,0,3370,17421,1,0,0,0
1_2_2_1,1,2,2,1,17421,3370,17421,AdCourt,143 KPH,Pronated,NA,11.353,-1.962,2.412,1,Forced Error,NA,False,NA,BackHand,1.77 Metre,NA,NA,False,False,True,-5.135,3.657,0.035,Wide,1.102,0.0,2.007,12.24,-6.463,1.288,-4.437,-3.4,0.042,-11.384,5.666,1.079,0.0,-0.26,1.989,7.709,-4.15,0.033,1096.38,0,0,0,0,0,0,1,0,3370,17421,1,0,0,0
1_2_3_1,1,2,3,1,17421,3370,17421,DeuceCourt,139 KPH,Flat,NA,11.978,1.398,2.57,5,Winner,NA,False,Ground,BackHand,1.7 Metre,Cross Court,NA,False,False,True,-4.273,-1.242,0.044,T,1.036,0.0,-0.46,13.509,-2.361,1.464,-8.75,3.685,0.034,-11.482,-2.687,1.228,0.0,-2.234,1.573,11.455,-1.497,0.035,1722.87,0,0,0,0,0,0,2,0,3370,17421,1,0,0,0
1_2_4_1,1,2,4,1,17421,3370,17421,AdCourt,141 KPH,Pronated,NA,11.938,-1.029,2.497,5,Winner,NA,False,Ground,BackHand,1.22 Metre,Cross Court,NA,False,False,True,-5.783,2.587,0.044,Body,1.215,0.0,1.552,11.369,-3.575,0.759,-4.582,3.575,0.033,-11.667,3.667,1.139,0.0,3.006,1.823,10.835,2.688,0.038,2425.03,0,0,0,0,0,0,3,0,3370,17421,1,0,0,0
1_3_1_1,1,3,1,1,3370,17421,3370,DeuceCourt,186.06 KPH,Flat,0.21 Metre,-11.333,-0.79,2.7,0,Faulty Serve,NA,False,NA,BackHand,1.27 Metre,Cross Court,NA,False,False,True,6.614,0.674,0.039,T,1.272,0.0,0.123,-11.333,-0.79,2.7,6.614,0.674,0.039,,,,,,,,,,0,1,0,0,0,0,0,0,0,3370,17421,1,1,0,0
1_3_1_2,1,3,1,2,3370,17421,3370,DeuceCourt,143 KPH,NA,NA,,,,1,Forced Error,NA,False,NA,BackHand,1.26 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3370,17421,1,1,0,0
1_3_2_1,1,3,2,1,3370,17421,3370,AdCourt,159 KPH,Flat,NA,-11.413,0.771,2.732,3,Winner,NA,False,Ground,BackHand,1.15 Metre,Cross Court,NA,False,False,True,4.969,-0.86,0.038,T,1.124,0.0,-0.518,-11.718,2.188,1.23,7.656,-3.6,0.033,13.529,-1.503,1.283,0.0,0.423,1.459,-6.192,1.403,0.034,1219.68,0,0,0,0,0,0,1,0,3370,17421,1,1,0,0
