point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,ATPY268,ATPU134,ATPY268,DeuceCourt,169 KPH,Pronated,NA,11.372,1.436,2.895,1,Forced Error,NA,False,NA,ForeHand,2.85 Metre,NA,NA,False,False,True,-5.952,-3.992,0.035,Wide,1.332,0.0,-1.933,-11.662,-6.162,1.156,12.885,-1.931,0.033,-11.662,-6.162,1.156,0.0,-4.313,2.847,14.799,-1.931,0.033,1621.64,0,0,0,0,0,0,0,0,ATPY268,ATPU134,0,0,0,0
1_1_2_1,1,1,2,1,ATPY268,ATPU134,ATPU134,AdCourt,179 KPH,Slice,NA,11.36,-0.556,2.9,2,Unforced Error,NA,False,Overhead,ForeHand,2.17 Metre,NA,Long Error,False,False,True,-5.405,2.432,0.032,Body,1.168,0.0,1.541,7.189,1.616,2.669,-12.822,-4.911,0.032,-12.747,3.447,1.286,0.0,1.737,6.466,4.558,1.553,0.034,NA,0,0,0,0,0,0,1,0,ATPY268,ATPU134,0,0,0,0
1_1_3_1,1,1,3,1,ATPY268,ATPU134,ATPY268,DeuceCourt,186 KPH,Unclassified,NA,11.284,1.142,2.876,3,Forced Error,NA,True,Ground,BackHand,0.8 Metre,NA,NA,False,False,True,-5.608,-0.662,0.035,T,1.189,0.0,0.007,-13.871,3.992,0.802,-7.155,2.269,0.032,-12.555,-1.522,1.198,0.0,-1.847,2.873,6.485,-2.139,0.03,2200.4,0,0,0,0,0,0,1,1,ATPY268,ATPU134,0,0,0,0
1_1_4_1,1,1,4,1,ATPY268,ATPU134,ATPY268,AdCourt,0 KPH,Pronated,1 Metre,11.362,-0.544,2.864,1,Faulty Serve,Long Error,False,NA,BackHand,0.97 Metre,NA,NA,False,False,True,-7.405,3.073,0.03,Wide,0.966,0.0,1.372,11.362,-0.544,2.864,-7.405,3.073,0.03,,,,,,,,,,0,1,0,0,0,0,0,2,1,ATPY268,ATPU134,0,0,0,0
1_1_4_2,1,1,4,2,ATPY268,ATPU134,ATPY268,AdCourt,157 KPH,Unclassified,NA,11.497,-0.654,2.897,3,Forced Error,NA,True,Ground,ForeHand,0.34 Metre,NA,NA,False,False,True,-6.176,1.53,0.033,Body,1.382,0.0,0.954,-12.885,-1.207,1.098,-7.462,-0.306,0.035,-11.169,2.013,1.254,0.0,-0.73,1.958,4.056,-2.021,0.035,2411.17,0,0,0,0,0,0,2,1,ATPY268,ATPU134,0,0,0,0
1_1_5_1,1,1,5,1,ATPY268,ATPU134,ATPY268,DeuceCourt,0 KPH,Pronated,0.57 Metre,11.245,1.169,2.841,1,Faulty Serve,Wide Error,True,NA,BackHand,0.93 Metre,NA,NA,False,False,True,0.387,0.42,0.03,T,0.929,0.0,0.427,11.245,1.169,2.841,0.387,0.42,0.03,,,,,,,,,,0,1,0,0,0,0,0,3,1,ATPY268,ATPU134,0,0,0,0
1_1_5_2,1,1,5,2,ATPY268,ATPU134,ATPY268,DeuceCourt,159 KPH,Flat,NA,11.36,1.382,2.839,3,Winner,NA,False,Ground,ForeHand,1.47 Metre,Cross Court,NA,False,False,True,-6.429,-1.238,0.035,T,1.415,0.0,-0.07,3.888,0.384,2.404,-4.656,-2.123,0.034,-11.182,-2.219,1.082,0.0,-1.228,0.963,7.365,-0.7,0.033,NA,0,0,0,0,0,0,3,1,ATPY268,ATPU134,0,0,0,0
1_2_1_1,1,2,1,1,ATPU134,ATPY268,ATPU134,DeuceCourt,190 KPH,Unclassified,NA,11.444,0.964,2.819,3,Unforced Error,NA,True,Ground,ForeHand,0.6 Metre,NA,Net Error,False,False,True,-5.738,-3.652,0.036,Wide,1.236,0.0,-1.997,-15.727,-2.791,1.092,-8.328,-2.592,0.033,-12.54,-5.672,1.228,0.0,-4.056,2.846,9.486,-2.408,0.033,2974.69,0,0,0,0,0,0,0,0,ATPY268,ATPU134,1,0,0,0
1_2_2_1,1,2,2,1,ATPU134,ATPY268,ATPU134,AdCourt,186 KPH,Flat,NA,11.419,-1.483,2.809,1,Ace,NA,False,NA,ForeHand,1.13 Metre,Cross Court,NA,False,False,True,-5.504,4.09,0.033,Wide,1.127,0.0,2.355,11.419,-1.483,2.809,-5.504,4.09,0.033,,,,,,,,,,0,0,0,0,1,0,0,1,0,ATPY268,ATPU134,1,0,0,0
1_2_3_1,1,2,3,1,ATPU134,ATPY268,ATPU134,DeuceCourt,0 KPH,Pronated,4.09 Metre,11.454,0.305,2.731,2,Faulty Serve,Long Error,False,NA,BackHand,2 Metre,NA,NA,False,False,True,10.491,0.188,0.033,T,1.312,0.0,-0.616,-13.03,-2.226,1.098,10.491,0.188,0.033,-13.03,-2.226,1.098,0.0,-0.942,1.996,10.491,0.188,0.033,1302.08,1,0,0,0,0,1,2,0,ATPY268,ATPU134,1,0,0,0
