point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,ATPMH30,ATPMW02,ATPMW02,DeuceCourt,121 KPH,Kick,NA,11.861,1.161,2.862,2,Unforced Error,NA,False,NA,ForeHand,NA,NA,NA,False,False,True,-3.386,-1.958,0.033,Body,,,,13.212,3.51,0.601,,,,-11.38,-3.842,1.578,-0.0,-0.76,1.829,11.201,2.794,0.032,2383.32,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPMH30,ATPMW02,ATPMH30,AdCourt,183 KPH,Slice,NA,11.572,-1.106,2.893,9,Unforced Error,NA,False,Ground,ForeHand,2.52 Metre,NA,NA,False,False,True,-5.235,1.975,0.03,Body,,,,-13.239,2.146,0.602,,,,-12.668,3.053,1.174,0.0,-1.21,1.288,5.22,-3.033,0.031,3520.2,0,0,0,0,0,0,0,1
NA,1,1,3,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,1
1_1_3_2,1,1,3,2,ATPMH30,ATPMW02,ATPMW02,DeuceCourt,134 KPH,Kick,NA,11.798,1.233,2.843,10,Unforced Error,NA,False,Ground,BackHand,2.74 Metre,NA,Long Error,False,False,True,-4.349,-2.663,0.036,Body,,,,12.963,-5.155,1.421,-12.885,2.317,0.033,-11.231,-4.559,1.708,0.0,-3.768,1.23,5.67,-3.549,0.03,1313.94,0,0,0,0,0,0,1,1
NA,1,1,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,2
1_1_4_2,1,1,4,2,ATPMH30,ATPMW02,ATPMW02,AdCourt,133 KPH,Kick,NA,11.597,-1.058,2.845,22,Winner,NA,False,Ground,BackHand,1.25 Metre,NA,NA,False,False,True,-4.808,1.103,0.03,T,,,,-13.479,-1.202,1.014,,,,-11.566,1.728,1.606,0.0,-0.039,1.665,8.063,-1.46,0.027,2620.38,0,0,0,0,0,0,1,2
1_1_5_1,1,1,5,1,ATPMH30,ATPMW02,ATPMW02,DeuceCourt,173 KPH,Slice,NA,11.593,1.511,2.87,8,Unforced Error,NA,True,Ground,BackHand,0.85 Metre,NA,Net Error,True,True,True,-5.449,-3.559,0.033,Wide,,,,7.607,-3.144,1.286,0.413,-2.493,0.033,-11.781,-5.848,1.093,-0.0,-3.249,1.755,10.922,-0.996,0.032,1569.6,0,0,0,0,0,0,1,3
1_2_1_1,1,2,1,1,ATPMW02,ATPMH30,ATPMW02,DeuceCourt,165 KPH,NA,NA,11.591,1.032,2.778,1,Forced Error,NA,False,NA,BackHand,2.92 Metre,NA,NA,False,False,True,-5.939,-0.086,0.031,T,,,,-15.385,-0.051,1.432,12.143,0.914,0.033,-15.385,-0.051,1.432,-0.0,0.552,2.916,12.143,0.914,0.033,1358.22,0,0,0,0,0,0,0,0
NA,1,2,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
