point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,30764,26506,30764,DeuceCourt,0 KPH,NA,NA,,,,0,Winner,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
NA,1,1,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_1_2_2,1,1,2,2,30764,26506,26506,AdCourt,0 KPH,NA,NA,,,,0,DoubleFault,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0
1_1_3_1,1,1,3,1,30764,26506,30764,DeuceCourt,185 KPH,NA,NA,,,,3,Winner,NA,False,,ForeHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,1
NA,1,1,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,1
1_1_4_2,1,1,4,2,30764,26506,26506,AdCourt,0 KPH,NA,NA,,,,-1,Forced Error,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1
NA,1,1,5,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,2
1_1_5_2,1,1,5,2,30764,26506,26506,DeuceCourt,131.17 KPH,Pronated,NA,-11.467,-0.388000011,2.58500004,2,Winner,NA,False,NA,ForeHand,2.48 Metre,Cross Court,NA,False,False,True,4.18900013,1.01999998,0.0379999988,T,1.14900005,0.0,0.483999997,14.6990004,1.68400002,1.63300002,-9.70899963,-4.03499985,0.0399999991,14.6990004,1.68400002,1.63300002,-0.0,-1.97500002,2.48399997,-9.70899963,-4.03499985,0.0399999991,2223.96,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,30764,26506,30764,AdCourt,183.59 KPH,Flat,NA,-11.2659998,0.885999978,2.7019999,1,Winner,NA,False,NA,ForeHand,1.13 Metre,Cross Court,NA,True,False,True,5.58699989,-0.312000006,0.0410000011,T,1.13399994,-0.0,0.0320000015,-11.2659998,0.885999978,2.7019999,5.58699989,-0.312000006,0.0410000011,,,,,,,,,,NA,0,0,0,0,0,0,2,3
1_1_7_1,1,1,7,1,30764,26506,30764,DeuceCourt,172.03 KPH,NA,0.21 Metre,-11.2589998,-0.847000003,2.65799999,0,Faulty Serve,Net Error,True,NA,ForeHand,0.91 Metre,NA,Net Error,False,False,True,-0.207000002,2.38700008,0.0359999985,Body,0.911000013,-0.00200000009,2.18700004,-11.2589998,-0.847000003,2.65799999,-0.207000002,2.38700008,0.0359999985,,,,,,,,,,NA,1,0,0,0,0,0,3,3
