point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,ATPCD85,ATPD875,ATPD875,DeuceCourt,158 KPH,Slice,NA,11.573,1.128,2.944,4,Unforced Error,NA,False,Ground,BackHand,2.05 Metre,NA,Long Error,False,False,True,-4.604,-0.431,0.03,T,,,,13.426,-2.727,1.244,-12.717,0.817,0.035,-12.744,-1.765,1.363,0.0,-0.549,1.701,9.315,0.444,0.03,1107.06,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPCD85,ATPD875,ATPCD85,AdCourt,177 KPH,Slice,NA,11.31,-1.055,2.809,5,Winner,NA,False,NA,ForeHand,1.47 Metre,Cross Court,NA,False,False,True,-6.402,0.77,0.032,T,,,,4.247,2.063,0.696,-3.654,-3.717,0.03,-13.339,1.187,1.098,0.0,0.413,1.125,5.086,0.226,0.031,0,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,ATPCD85,ATPD875,ATPCD85,DeuceCourt,186 KPH,Flat,NA,11.203,0.911,2.805,19,Winner,NA,False,Ground,ForeHand,1.28 Metre,Cross Court,NA,False,False,True,-5.446,-0.431,0.031,T,,,,11.813,-2.894,0.587,-7.728,1.457,0.033,-13.618,-1.327,1.236,-0.0,0.198,3.009,11.651,1.229,0.032,2333.64,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,ATPCD85,ATPD875,ATPD875,AdCourt,129 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,ForeHand,1.12 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2,1
1_1_4_2,1,1,4,2,ATPCD85,ATPD875,ATPD875,AdCourt,129 KPH,Kick,NA,11.481,-1.242,2.847,10,Winner,NA,False,Overhead,ForeHand,1.33 Metre,Down the Line,NA,False,False,True,-3.879,2.259,0.032,Body,1.119,0.0,1.604,-5.429,0.139,3.196,3.619,0.924,0.031,-11.034,3.811,1.628,-0.0,1.126,2.088,10.992,-1.501,0.034,0,0,0,0,0,0,0,2,1
1_1_5_1,1,1,5,1,ATPCD85,ATPD875,ATPCD85,DeuceCourt,167 KPH,Slice,NA,11.603,1.175,2.813,3,Unforced Error,NA,True,Ground,BackHand,0.46 Metre,NA,Net Error,False,False,True,-5.191,-4.046,0.032,Wide,,,,-9.335,1.155,1.558,-0.153,-0.375,0.03,-12.511,-6.756,1.335,-0.0,-2.677,1.181,5.263,-0.969,0.031,NA,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,ATPCD85,ATPD875,ATPD875,AdCourt,163 KPH,Slice,NA,11.512,-1.538,2.785,8,Unforced Error,NA,True,Ground,ForeHand,0.9 Metre,NA,Net Error,False,False,True,-4.367,1.559,0.029,Body,1.024,-0.0,0.84,5.975,0.216,1.309,0.284,1.954,0.03,-12.94,2.766,1.465,0.0,0.497,1.433,6.671,-0.698,0.03,3123.12,0,0,0,0,0,0,3,2
1_1_7_1,1,1,7,1,ATPCD85,ATPD875,ATPD875,DeuceCourt,174 KPH,Slice,NA,11.422,0.825,2.809,2,Unforced Error,NA,True,Ground,BackHand,0.85 Metre,NA,Net Error,False,False,True,-5.604,-0.906,0.03,T,,,,2.525,-0.498,0.932,0.28,0.606,0.03,-12.791,-1.896,1.214,0.0,-2.075,1.156,4.156,-2.111,0.035,2483.46,0,0,0,0,0,0,3,3
1_1_8_1,1,1,8,1,ATPCD85,ATPD875,ATPD875,AdCourt,175 KPH,Slice,NA,11.465,-1.421,2.84,4,Unforced Error,NA,True,Ground,ForeHand,0.51 Metre,NA,Net Error,True,True,True,-5.629,2.2,0.032,Body,1.186,0.0,1.135,5.038,-0.051,1.141,,,,-12.912,3.385,1.081,0.0,1.508,1.181,6.063,0.632,0.031,2481.54,0,0,0,0,0,0,3,4
1_2_1_1,1,2,1,1,ATPD875,ATPCD85,ATPCD85,DeuceCourt,146 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,1.25 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1294.98,1,0,0,0,0,0,0,0
