point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,ATPT840,ATPMP01,ATPT840,DeuceCourt,187.83 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,ForeHand,1.18 Metre,NA,NA,False,False,True,-5.936,-4.363,0.034,Wide,,,,,,,-5.936,-4.363,0.034,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,ATPT840,ATPMP01,ATPT840,DeuceCourt,159 KPH,Slice,NA,10.91,0.872,2.909,1,Unforced Error,NA,True,NA,ForeHand,0.82 Metre,NA,Net Error,False,False,True,-4.947,-3.031,0.035,Wide,,,,-8.581,-4.493,1.388,-0.83,-2.191,0.034,-8.581,-4.493,1.388,0.004,-2.573,0.817,-0.83,-2.191,0.034,2160.18,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPT840,ATPMP01,ATPT840,AdCourt,184.61 KPH,NA,NA,-12.836,5.833,1.081,0,Faulty Serve,NA,False,NA,ForeHand,1.3 Metre,NA,NA,False,False,True,,,,,,,,-12.836,5.833,1.081,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_1_2_2,1,1,2,2,ATPT840,ATPMP01,ATPT840,AdCourt,167.36 KPH,Slice,NA,11.085,-1.386,2.958,2,Unforced Error,NA,False,NA,ForeHand,2.88 Metre,NA,Long Error,False,False,True,-5.024,1.469,0.034,Body,,,,14.818,1.28,0.943,,,,-12.449,2.496,1.485,0.0,1.433,2.884,12.866,1.19,0.036,0,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,ATPT840,ATPMP01,ATPMP01,DeuceCourt,190 KPH,Flat,NA,11.272,0.54,2.929,6,Unforced Error,NA,True,NA,BackHand,0.73 Metre,NA,Net Error,False,False,True,-4.363,-1.268,0.031,T,,,,6.172,-2.111,1.011,,,,-12.849,-2.409,1.382,-0.0,0.289,1.993,8.855,2.495,0.033,1730.28,0,0,0,0,0,0,2,0
1_1_4_1,1,1,4,1,ATPT840,ATPMP01,ATPT840,AdCourt,140 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,1.28 Metre,NA,NA,False,False,True,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,1
1_1_4_2,1,1,4,2,ATPT840,ATPMP01,ATPT840,AdCourt,140 KPH,Kick,NA,11.083,-1.403,2.985,2,Unforced Error,NA,False,NA,BackHand,1.98 Metre,NA,NA,False,False,True,-4.912,2.613,0.036,Body,,,,13.001,-2.654,0.516,-9.142,3.253,0.035,-12.393,4.123,1.739,-0.0,0.518,2.608,-9.142,3.253,0.035,1342.68,0,0,0,0,0,0,2,1
1_1_5_1,1,1,5,1,ATPT840,ATPMP01,ATPT840,DeuceCourt,182 KPH,Slice,NA,11.205,0.768,2.921,5,Winner,NA,False,NA,ForeHand,1.92 Metre,Cross Court,NA,False,False,True,-5.315,-3.513,0.036,Wide,,,,3.169,2.361,2.424,-6.418,-0.949,0.033,-12.101,-5.615,1.182,-0.0,-3.52,1.918,-8.842,1.785,0.035,NA,0,0,0,0,0,0,3,1
1_2_1_1,1,2,1,1,ATPMP01,ATPT840,ATPT840,DeuceCourt,170 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,1.26 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,1306.38,1,0,0,0,0,0,0,0
1_2_1_2,1,2,1,2,ATPMP01,ATPT840,ATPT840,DeuceCourt,170 KPH,NA,NA,-11.12,-4.477,1.424,9,Unforced Error,NA,True,NA,BackHand,0.52 Metre,NA,Net Error,False,False,True,,,,,3.014,-0.0,-2.606,-0.1,0.363,0.877,0.166,0.564,0.033,13.731,-1.188,1.318,-0.0,1.722,2.056,-10.079,3.738,0.034,NA,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,ATPMP01,ATPT840,ATPT840,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,1
1_2_2_2,1,2,2,2,ATPMP01,ATPT840,ATPT840,AdCourt,147 KPH,NA,NA,-12.037,3.117,1.249,0,DoubleFault,NA,False,NA,NA,NA,NA,NA,False,False,True,,,,,,,,-12.037,3.117,1.249,,,,,,,,,,,,,999.78,1,1,0,0,0,0,0,1
1_2_3_1,1,2,3,1,ATPMP01,ATPT840,ATPMP01,DeuceCourt,195 KPH,Kick,NA,11.398,0.602,2.875,1,Winner,NA,False,NA,BackHand,1.05 Metre,Cross Court,NA,False,False,True,-4.451,-3.124,0.033,Wide,,,,11.398,0.602,2.875,-4.451,-3.124,0.033,,,,,,,,,,NA,0,0,0,0,1,0,0,2
1_2_4_1,1,2,4,1,ATPMP01,ATPT840,ATPMP01,AdCourt,192 KPH,NA,NA,11.371,-1.345,2.928,0,Forced Error,NA,False,NA,ForeHand,1.15 Metre,NA,NA,False,False,True,-5.367,0.466,0.032,T,,,,11.371,-1.345,2.928,-5.367,0.466,0.032,,,,,,,,,,NA,0,0,0,0,0,0,1,2
1_2_5_1,1,2,5,1,ATPMP01,ATPT840,ATPMP01,DeuceCourt,160 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,BackHand,1.12 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2856.66,1,0,0,0,0,0,2,2
1_2_5_2,1,2,5,2,ATPMP01,ATPT840,ATPMP01,DeuceCourt,160 KPH,Kick,NA,11.678,0.698,2.97,3,Forced Error,NA,False,NA,BackHand,NA,NA,NA,False,False,True,-4.206,-2.636,0.032,Body,,,,-14.53,3.05,1.159,12.821,-1.575,0.032,-11.306,-4.457,1.794,-0.0,-0.981,1.773,6.796,0.587,0.038,NA,0,0,0,0,0,0,2,2
1_2_6_1,1,2,6,1,ATPMP01,ATPT840,ATPMP01,AdCourt,198 KPH,Pronated,NA,11.453,-1.321,2.859,1,Forced Error,NA,True,NA,ForeHand,0.88 Metre,NA,NA,False,False,True,-4.878,0.568,0.031,T,,,,-9.248,1.394,1.867,-0.199,1.882,0.035,-9.248,1.394,1.867,0.011,1.697,0.878,-0.199,1.882,0.035,1791.9,0,0,0,0,0,0,3,2
