point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
1_1_1_1,1,1,1,1,WTA315159,WTA323079,,DeuceCourt,0 KPH,NA,2.1 Metre,11.273,0.305,2.473,2,Faulty Serve,Net Error,True,NA,BackHand,0.74 Metre,NA,Net Error,False,False,True,0.713,-2.104,0.036,Body,0.941,0.0,-1.041,-0.121,-1.051,0.914,0.713,-2.104,0.036,,,,,,,,,,0,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,WTA315159,WTA323079,WTA323079,DeuceCourt,101 KPH,Pronated,NA,11.478,0.326,2.491,2,Unforced Error,NA,False,Ground,BackHand,1.55 Metre,NA,Long Error,False,False,True,-5.756,-2.728,0.033,Body,1.468,0.0,-1.995,12.316,-2.256,0.804,-11.945,-3.385,0.032,-11.444,-2.988,1.111,0.0,0.042,1.512,7.254,1.923,0.034,1938.69,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,WTA315159,WTA323079,WTA323079,AdCourt,0 KPH,NA,NA,11.233,-1.542,2.435,4,Faulty Serve,NA,True,NA,BackHand,0.74 Metre,NA,NA,False,False,True,,,,,,,,11.233,-1.542,2.435,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
1_1_2_2,1,1,2,2,WTA315159,WTA323079,WTA323079,AdCourt,0 KPH,NA,NA,,,,4,Winner,NA,False,,BackHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,WTA315159,WTA323079,WTA323079,DeuceCourt,0 KPH,NA,0.18 Metre,11.29,0.55,2.445,1,Faulty Serve,Wide Error,False,NA,NA,0.97 Metre,NA,Wide Error,False,False,True,-1.206,-4.295,0.034,Wide,0.97,0.0,-2.202,11.29,0.55,2.445,-1.206,-4.295,0.034,,,,,,,,,,0,1,0,0,0,0,0,0,2
1_1_3_2,1,1,3,2,WTA315159,WTA323079,WTA323079,DeuceCourt,107 KPH,Pronated,NA,11.426,0.104,2.404,0,DoubleFault,NA,False,NA,BackHand,1.58 Metre,NA,NA,False,False,True,-6.793,-2.857,0.032,Wide,1.582,0.0,-2.106,11.426,0.104,2.404,-6.793,-2.857,0.032,,,,,,,,,,0,1,1,0,0,0,0,0,2
1_1_4_1,1,1,4,1,WTA315159,WTA323079,WTA315159,AdCourt,106 KPH,Pronated,NA,11.099,-1.977,2.39,3,Forced Error,NA,False,Ground,BackHand,2.29 Metre,NA,NA,True,False,True,-5.418,2.376,0.036,Body,1.233,0.0,0.753,-12.42,3.35,0.725,7.741,-4.632,0.029,-11.742,4.687,0.802,0.0,2.267,1.622,8.958,0.545,0.034,NA,0,0,0,0,1,0,0,3
1_1_5_1,1,1,5,1,WTA315159,WTA323079,WTA315159,DeuceCourt,0 KPH,NA,NA,11.477,0.567,0.033,2,Faulty Serve,NA,False,NA,ForeHand,2.29 Metre,NA,NA,True,False,True,,,,,,,,11.477,0.567,0.033,,,,,,,,,,,,,0,1,0,0,0,0,0,1,3
1_1_5_2,1,1,5,2,WTA315159,WTA323079,WTA323079,DeuceCourt,0 KPH,NA,NA,11.326,0.227,2.491,2,Forced Error,NA,False,Ground,ForeHand,3.67 Metre,NA,NA,True,True,True,-5.013,-2.234,0.033,Body,1.373,0.0,-1.839,13.196,-3.524,1.022,-12.885,-1.492,0.033,-11.108,-2.115,0.937,0.0,0.766,1.564,8.151,2.931,0.03,NA,0,0,0,0,0,0,1,3
1_2_1_1,1,2,1,1,WTA323079,WTA315159,WTA315159,DeuceCourt,150 KPH,Slice,NA,11.811,0.69,2.567,2,Unforced Error,NA,False,Ground,ForeHand,1.57 Metre,NA,Wide Error,False,False,True,-4.594,-3.139,0.034,Wide,1.035,0.0,-1.99,12.845,-1.491,1.601,-7.796,-4.145,0.033,-11.903,-5.192,1.258,0.0,-1.932,2.399,8.872,0.304,0.034,1800.87,0,0,0,0,0,0,0,0
