point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score,player1,player2,p1_cum_games,p2_cum_games,p1_cum_sets,p2_cum_sets
1_1_1_1,1,1,1,1,21648-22962,16173-24162,21648-22962,DeuceCourt,188 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21648-22962,16173-24162,0,0,0,0
1_1_2_1,1,1,2,1,21648-22962,16173-24162,21648-22962,AdCourt,188 KPH,Unclassified,NA,-11.45,2.876,2.824,1,Ace,NA,False,NA,ForeHand,1.16 Metre,NA,NA,False,False,True,5.593,-4.04,0.035,Wide,1.155,0.0,-1.814,19.993,-9.628,0.62,12.885,-5.985,0.019,,,,,,,,,,NA,0,0,0,1,0,0,1,0,21648-22962,16173-24162,0,0,0,0
1_1_3_1,1,1,3,1,21648-22962,16173-24162,21648-22962,DeuceCourt,186 KPH,Unclassified,NA,-11.603,-2.24,2.848,1,NA,NA,False,NA,BackHand,1 Metre,NA,NA,False,False,True,4.492,1.63,0.046,Body,1.004,0.0,0.462,13.151,3.93,1.277,4.492,1.63,0.046,,,,,,,,,,1795.27,0,0,0,0,0,1,2,0,21648-22962,16173-24162,0,0,0,0
1_1_4_1,1,1,4,1,21648-22962,16173-24162,21648-22962,AdCourt,183 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,21648-22962,16173-24162,0,0,0,0
1_2_1_1,1,2,1,1,16173-24162,21648-22962,,DeuceCourt,172.73 KPH,Unclassified,0.88 Metre,-11.444,2.09,2.837,0,Faulty Serve,NA,False,NA,BackHand,1.11 Metre,Down the Line,NA,False,False,True,4.67,4.999,0.032,Wide,1.004,0.0,-0.629,-13.088,4.229,0.762,4.67,4.999,0.032,11.887,-4.134,1.308,0.0,0.005,1.645,-10.445,3.42,0.025,2390.02,1,0,0,0,0,0,0,0,21648-22962,16173-24162,1,0,0,0
1_2_1_2,1,2,1,2,16173-24162,21648-22962,16173-24162,DeuceCourt,0 KPH,Slice,NA,-11.903,-1.67,2.937,0,NA,NA,False,NA,BackHand,1.89 Metre,NA,NA,False,False,True,5.464,3.1,0.033,Wide,1.408,0.0,1.895,3.336,3.085,1.56,-10.289,-2.361,0.03,10.027,4.264,1.329,0.0,0.781,1.929,-10.289,-2.361,0.03,NA,0,0,0,0,0,0,0,0,21648-22962,16173-24162,1,0,0,0
1_2_2_1,1,2,2,1,16173-24162,21648-22962,16173-24162,AdCourt,0 KPH,Unclassified,NA,-11.444,2.09,2.837,0,NA,NA,False,NA,BackHand,1.11 Metre,NA,NA,False,False,True,4.305,-1.869,0.046,Body,1.004,0.0,-0.629,-13.088,4.229,0.762,4.67,4.999,0.032,11.887,-4.134,1.308,0.0,0.005,1.645,-10.445,3.42,0.025,2390.02,0,0,0,0,0,0,1,0,21648-22962,16173-24162,1,0,0,0
1_2_3_1,1,2,3,1,16173-24162,21648-22962,16173-24162,DeuceCourt,177 KPH,Unclassified,NA,-11.625,-0.807,2.863,1,NA,NA,False,NA,BackHand,1.24 Metre,NA,NA,False,False,True,6.22,0.427,0.045,T,1.244,0.0,0.184,-1.289,0.51,1.697,2.598,2.095,0.041,12.273,0.565,0.932,0.0,0.511,1.869,2.598,2.095,0.041,NA,0,0,0,0,0,0,2,0,21648-22962,16173-24162,1,0,0,0
1_2_4_1,1,2,4,1,16173-24162,21648-22962,16173-24162,AdCourt,158 KPH,NA,NA,,,,1,NA,NA,False,NA,BackHand,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,21648-22962,16173-24162,1,0,0,0
1_3_1_1,1,3,1,1,21648-22962,16173-24162,16173-24162,DeuceCourt,190 KPH,Pronated,NA,11.258,1.206,2.776,6,NA,NA,False,NA,BackHand,1.02 Metre,NA,NA,False,False,True,-5.826,-1.086,0.039,T,1.156,0.0,-0.232,-11.338,0.093,0.36,4.635,-1.886,0.037,-13.401,-2.285,1.294,0.0,-1.722,1.524,-3.318,1.798,0.044,786.81,0,0,0,0,0,0,0,0,21648-22962,16173-24162,1,1,0,0
