point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,WTA319998,WTA313796,WTA319998,DeuceCourt,135 KPH,Slice,NA,11.057,0.5,2.599,1,Unforced Error,NA,False,NA,ForeHand,2.13 Metre,NA,Long Error,False,False,True,-4.268,-1.773,0.033,Body,,,,-13.596,-3.755,1.156,12.012,2.83,0.033,-13.596,-3.755,1.156,-0.0,-0.173,2.131,12.012,2.83,0.033,2376.6,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,WTA319998,WTA313796,WTA319998,AdCourt,184 KPH,Flat,NA,11.182,-1.186,2.676,3,Winner,NA,False,Ground,ForeHand,1.65 Metre,Cross Court,NA,False,False,True,-5.949,3.513,0.031,Wide,,,,11.513,-1.508,0.937,-10.923,3.186,0.032,-12.695,5.266,0.937,0.0,1.78,1.046,5.332,0.285,0.036,2169.06,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,WTA319998,WTA313796,WTA319998,DeuceCourt,187 KPH,Flat,NA,11.16,0.797,2.644,5,Winner,NA,False,Ground,ForeHand,1.52 Metre,Down the Line,NA,False,False,True,-5.501,-0.578,0.032,T,,,,12.717,3.659,0.985,-9.586,3.663,0.032,-14.14,-1.352,1.022,-0.0,-0.142,2.249,9.694,0.735,0.031,1969.44,0,0,0,0,0,0,2,0
NA,1,1,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,0
1_1_4_2,1,1,4,2,WTA319998,WTA313796,WTA313796,AdCourt,129 KPH,Slice,NA,11.361,-1.059,2.68,12,Unforced Error,NA,False,Ground,ForeHand,1.96 Metre,NA,Long Error,False,False,True,-4.447,2.628,0.029,Body,,,,9.202,1.341,1.621,-12.885,-3.434,0.032,-14.342,4.536,0.957,0.001,0.549,0.947,6.729,-1.358,0.033,1565.04,0,0,0,0,0,0,3,0
1_1_5_1,1,1,5,1,WTA319998,WTA313796,WTA319998,DeuceCourt,185 KPH,Flat,NA,11.243,0.529,2.612,1,Forced Error,NA,False,NA,BackHand,2.38 Metre,NA,NA,False,False,True,-6.265,-1.23,0.032,T,,,,-13.461,-2.062,1.036,12.885,0.346,0.032,-13.461,-2.062,1.036,-0.0,-0.838,2.379,12.885,0.346,0.032,1867.14,0,0,0,0,0,0,3,1
1_2_1_1,1,2,1,1,WTA313796,WTA319998,WTA313796,DeuceCourt,158 KPH,Slice,NA,11.536,0.874,2.809,9,Winner,NA,False,Passing,ForeHand,1.79 Metre,Down the Line,NA,False,False,True,-4.221,-2.336,0.034,Body,,,,7.725,4.966,0.676,-8.818,2.917,0.033,-12.265,-4.534,1.254,0.0,-2.598,1.763,10.853,-1.239,0.032,2625,0,0,0,0,0,0,0,0
1_2_2_1,1,2,2,1,WTA313796,WTA319998,WTA313796,AdCourt,148 KPH,NA,NA,11.465,-1.088,2.794,1,Winner,NA,False,NA,BackHand,1.36 Metre,Cross Court,NA,False,False,True,-5.818,0.213,0.031,T,,,,11.465,-1.088,2.794,-5.818,0.213,0.031,,,,,,,,,,0,0,0,0,0,0,0,1,0
1_2_3_1,1,2,3,1,WTA313796,WTA319998,WTA319998,DeuceCourt,164 KPH,Slice,NA,11.457,0.873,2.772,12,Winner,NA,False,Ground,ForeHand,1.79 Metre,Cross Court,NA,False,False,True,-4.207,-1.267,0.034,T,,,,-13.219,-4.25,1.331,11.087,3.901,0.031,-12.839,-2.807,1.19,-0.0,-0.581,1.838,9.374,1.128,0.031,1944.9,0,0,0,0,0,0,2,0
